	CHR	ChromosomePatch
clump211	1	313
clump212	1	314
clump213	1	315
clump214	1	316
clump215	1	317
clump216	1	319
clump217	1	320
clump218	1	321
clump219	1	323
clump220	1	324
clump221	1	325
clump222	1	326
clump223	1	327
clump224	1	329
clump225	1	330
clump226	1	332
clump227	1	333
clump228	1	334
clump229	1	335
clump230	1	337
clump231	1	338
clump232	1	339
clump233	1	340
clump234	1	341
clump235	1	342
clump236	1	343
clump237	1	344
clump238	1	345
clump239	1	346
clump240	1	347
clump241	1	348
clump242	1	349
clump243	1	354
clump244	1	355
clump245	1	356
clump246	1	357
clump247	1	358
clump248	1	359
clump249	1	360
clump250	1	362
clump251	1	364
clump252	1	365
clump253	1	366
clump254	1	367
clump255	1	368
clump256	1	369
clump257	1	370
clump258	1	371
clump259	1	372
clump260	1	373
clump261	1	375
clump262	1	378
clump263	1	380
clump264	1	381
clump265	1	384
clump266	1	386
clump267	1	388
clump268	1	392
clump269	1	394
clump270	1	395
clump271	1	398
clump272	1	399
clump273	1	400
clump274	1	401
clump275	1	402
clump276	1	403
clump277	1	404
clump278	1	405
clump279	1	406
clump280	1	407
clump281	1	408
clump282	1	409
clump283	1	410
clump284	1	411
clump285	1	413
clump286	1	414
clump287	1	415
clump288	1	416
clump289	1	423
clump290	1	424
clump291	1	425
clump292	1	426
clump293	1	427
clump294	1	428
clump295	1	430
clump296	1	431
clump297	1	432
clump298	1	434
clump299	1	435
clump300	1	436
clump301	1	437
clump302	1	438
clump303	1	439
clump304	1	442
clump305	1	444
clump306	1	446
clump307	1	447
clump308	1	448
clump309	1	449
clump310	1	450
clump311	1	451
clump312	1	452
clump313	1	453
clump314	1	454
clump315	1	455
clump316	1	456
clump317	1	458
clump318	1	459
clump319	1	460
clump320	1	461
clump321	1	462
clump322	1	463
clump323	1	464
clump324	1	465
clump325	1	466
clump326	1	467
clump327	1	468
clump328	1	469
clump329	1	471
clump330	1	472
clump331	1	473
clump332	1	474
clump333	1	475
clump334	1	476
clump335	1	477
clump336	1	478
clump337	1	479
clump338	1	480
clump339	1	481
clump340	1	482
clump341	1	483
clump342	1	484
clump343	1	485
clump344	1	486
clump345	1	488
clump346	1	489
clump347	1	490
clump348	1	491
clump349	1	492
clump350	1	493
clump351	1	494
clump352	1	495
clump353	1	497
clump354	1	498
clump355	2	0
clump356	2	1
clump357	2	2
clump358	2	3
clump359	2	4
clump360	2	5
clump361	2	6
clump362	2	7
clump363	2	8
clump364	2	9
clump365	2	10
clump366	2	11
clump367	2	12
clump368	2	17
clump369	2	18
clump370	2	19
clump371	2	20
clump372	2	21
clump373	2	22
clump374	2	23
clump375	2	26
clump376	2	27
clump377	2	28
clump378	2	31
clump379	2	32
clump380	2	33
clump381	2	35
clump382	2	36
clump383	2	37
clump384	2	38
clump385	2	39
clump386	2	40
clump387	2	41
clump388	2	42
clump389	2	43
clump390	2	45
clump391	2	46
clump392	2	47
clump393	2	48
clump394	2	51
clump395	2	52
clump396	2	53
clump397	2	54
clump398	2	55
clump399	2	56
clump400	2	57
clump401	2	58
clump402	2	60
clump403	2	62
clump404	2	63
clump405	2	66
clump406	2	68
clump407	2	69
clump408	2	70
clump409	2	72
clump410	2	73
clump411	2	74
clump412	2	75
clump413	2	76
clump414	2	78
clump415	2	79
clump416	2	80
clump417	2	82
clump418	2	83
clump419	2	84
clump420	2	85
clump421	2	86
clump422	2	87
clump423	2	88
clump424	2	89
clump425	2	90
clump426	2	91
clump427	2	92
clump428	2	93
clump429	2	94
clump430	2	95
clump431	2	96
clump432	2	97
clump433	2	98
clump434	2	99
clump435	2	100
clump436	2	102
clump437	2	103
clump438	2	104
clump439	2	105
clump440	2	106
clump441	2	107
clump442	2	108
clump443	2	109
clump444	2	110
clump445	2	111
clump446	2	112
clump447	2	113
clump448	2	115
clump449	2	116
clump450	2	117
clump451	2	118
clump452	2	119
clump453	2	120
clump454	2	122
clump455	2	123
clump456	2	124
clump457	2	125
clump458	2	126
clump459	2	127
clump460	2	128
clump461	2	129
clump462	2	130
clump463	2	131
clump464	2	132
clump465	2	133
clump466	2	134
clump467	2	135
clump468	2	136
clump469	2	137
clump470	2	138
clump471	2	141
clump472	2	144
clump473	2	146
clump474	2	147
clump475	2	148
clump476	2	149
clump477	2	151
clump478	2	152
clump479	2	153
clump480	2	154
clump481	2	156
clump482	2	157
clump483	2	158
clump484	2	159
clump485	2	160
clump486	2	162
clump487	2	165
clump488	2	166
clump489	2	167
clump490	2	168
clump491	2	170
clump492	2	171
clump493	2	172
clump494	2	177
clump495	2	178
clump496	2	183
clump497	2	191
clump498	2	192
clump499	2	194
clump500	2	195
clump501	2	197
clump502	2	200
clump503	2	205
clump504	2	208
clump505	2	210
clump506	2	211
clump507	2	212
clump508	2	214
clump509	2	215
clump510	2	216
clump511	2	217
clump512	2	218
clump513	2	219
clump514	2	220
clump515	2	221
clump516	2	222
clump517	2	223
clump518	2	224
clump519	2	225
clump520	2	226
clump521	2	227
clump522	2	229
clump523	2	233
clump524	2	234
clump525	2	236
clump526	2	240
clump527	2	241
clump528	2	242
clump529	2	243
clump530	2	244
clump531	2	245
clump532	2	247
clump533	2	248
clump534	2	249
clump535	2	250
clump536	2	251
clump537	2	252
clump538	2	253
clump539	2	254
clump540	2	255
clump541	2	256
clump542	2	259
clump543	2	260
clump544	2	261
clump545	2	262
clump546	2	266
clump547	2	267
clump548	2	268
clump549	2	269
clump550	2	276
clump551	2	278
clump552	2	282
clump553	2	283
clump554	2	284
clump555	2	285
clump556	2	286
clump557	2	287
clump558	2	288
clump559	2	289
clump560	2	290
clump561	2	291
clump562	2	292
clump563	2	294
clump564	2	295
clump565	2	296
clump566	2	297
clump567	2	299
clump568	2	300
clump569	2	301
clump570	2	302
clump571	2	304
clump572	2	305
clump573	2	306
clump574	2	307
clump575	2	308
clump576	2	310
clump577	2	311
clump578	2	314
clump579	2	315
clump580	2	316
clump581	2	317
clump582	2	319
clump583	2	321
clump584	2	324
clump585	2	325
clump586	2	326
clump587	2	327
clump588	2	328
clump589	2	329
clump590	2	330
clump591	2	332
clump592	2	333
clump593	2	334
clump594	2	335
clump595	2	336
clump596	2	337
clump597	2	338
clump598	2	339
clump599	2	340
clump600	2	341
clump601	2	342
clump602	2	343
clump603	2	344
clump604	2	345
clump605	2	346
clump606	2	347
clump607	2	348
clump608	2	349
clump609	2	350
clump610	2	351
clump611	2	353
clump612	2	354
clump613	2	355
clump614	2	356
clump615	2	357
clump616	2	359
clump617	2	360
clump618	2	361
clump619	2	362
clump620	2	363
clump621	2	364
clump622	2	365
clump623	2	366
clump624	2	367
clump625	2	368
clump626	2	369
clump627	2	370
clump628	2	371
clump629	2	375
clump630	2	376
clump631	2	377
clump632	2	378
clump633	2	380
clump634	2	382
clump635	2	383
clump636	2	384
clump637	2	385
clump638	2	386
clump639	2	389
clump640	2	391
clump641	2	392
clump642	2	394
clump643	2	395
clump644	2	396
clump645	2	398
clump646	2	399
clump647	2	400
clump648	2	401
clump649	2	402
clump650	2	403
clump651	2	404
clump652	2	405
clump653	2	406
clump654	2	407
clump655	2	408
clump656	2	411
clump657	2	412
clump658	2	414
clump659	2	415
clump660	2	416
clump661	2	417
clump662	2	419
clump663	2	420
clump664	2	421
clump665	2	424
clump666	2	426
clump667	2	427
clump668	2	428
clump669	2	429
clump670	2	430
clump671	2	432
clump672	2	434
clump673	2	435
clump674	2	436
clump675	2	437
clump676	2	438
clump677	2	439
clump678	2	442
clump679	2	444
clump680	2	445
clump681	2	446
clump682	2	447
clump683	2	449
clump684	2	451
clump685	2	452
clump686	2	453
clump687	2	455
clump688	2	456
clump689	2	457
clump690	2	459
clump691	2	460
clump692	2	461
clump693	2	463
clump694	2	464
clump695	2	465
clump696	2	467
clump697	2	468
clump698	2	469
clump699	2	470
clump700	2	471
clump701	2	475
clump702	2	476
clump703	2	477
clump704	2	478
clump705	2	479
clump706	2	480
clump707	2	481
clump708	2	482
clump709	2	483
clump710	2	484
clump711	2	485
clump712	3	0
clump713	3	1
clump714	3	2
clump715	3	3
clump716	3	4
clump717	3	5
clump718	3	6
clump719	3	7
clump720	3	8
clump721	3	9
clump722	3	10
clump723	3	12
clump724	3	14
clump725	3	15
clump726	3	17
clump727	3	18
clump728	3	19
clump729	3	21
clump730	3	22
clump731	3	23
clump732	3	24
clump733	3	25
clump734	3	27
clump735	3	29
clump736	3	31
clump737	3	33
clump738	3	34
clump739	3	35
clump740	3	36
clump741	3	37
clump742	3	38
clump743	3	39
clump744	3	40
clump745	3	41
clump746	3	42
clump747	3	43
clump748	3	44
clump749	3	45
clump750	3	46
clump751	3	47
clump752	3	48
clump753	3	49
clump754	3	51
clump755	3	53
clump756	3	54
clump757	3	55
clump758	3	56
clump759	3	57
clump760	3	58
clump761	3	60
clump762	3	61
clump763	3	62
clump764	3	63
clump765	3	65
clump766	3	66
clump767	3	67
clump768	3	68
clump769	3	70
clump770	3	71
clump771	3	73
clump772	3	74
clump773	3	75
clump774	3	76
clump775	3	78
clump776	3	79
clump777	3	82
clump778	3	83
clump779	3	85
clump780	3	86
clump781	3	87
clump782	3	88
clump783	3	90
clump784	3	91
clump785	3	93
clump786	3	94
clump787	3	95
clump788	3	96
clump789	3	97
clump790	3	98
clump791	3	99
clump792	3	100
clump793	3	101
clump794	3	102
clump795	3	105
clump796	3	108
clump797	3	109
clump798	3	112
clump799	3	113
clump800	3	114
clump801	3	115
clump802	3	116
clump803	3	117
clump804	3	119
clump805	3	120
clump806	3	121
clump807	3	122
clump808	3	123
clump809	3	124
clump810	3	125
clump811	3	126
clump812	3	127
clump813	3	129
clump814	3	130
clump815	3	132
clump816	3	133
clump817	3	134
clump818	3	135
clump819	3	136
clump820	3	137
clump821	3	140
clump822	3	141
clump823	3	142
clump824	3	143
clump825	3	144
clump826	3	145
clump827	3	146
clump828	3	147
clump829	3	148
clump830	3	150
clump831	3	152
clump832	3	154
clump833	3	156
clump834	3	157
clump835	3	158
clump836	3	162
clump837	3	165
clump838	3	168
clump839	3	171
clump840	3	172
clump841	3	173
clump842	3	174
clump843	3	175
clump844	3	176
clump845	3	177
clump846	3	178
clump847	3	179
clump848	3	180
clump849	3	187
clump850	3	188
clump851	3	189
clump852	3	190
clump853	3	192
clump854	3	193
clump855	3	194
clump856	3	195
clump857	3	196
clump858	3	197
clump859	3	200
clump860	3	201
clump861	3	202
clump862	3	203
clump863	3	204
clump864	3	205
clump865	3	206
clump866	3	207
clump867	3	208
clump868	3	209
clump869	3	210
clump870	3	212
clump871	3	213
clump872	3	214
clump873	3	215
clump874	3	216
clump875	3	218
clump876	3	220
clump877	3	221
clump878	3	222
clump879	3	223
clump880	3	224
clump881	3	225
clump882	3	226
clump883	3	227
clump884	3	228
clump885	3	229
clump886	3	231
clump887	3	234
clump888	3	236
clump889	3	237
clump890	3	238
clump891	3	241
clump892	3	242
clump893	3	243
clump894	3	244
clump895	3	246
clump896	3	247
clump897	3	249
clump898	3	250
clump899	3	252
clump900	3	253
clump901	3	254
clump902	3	255
clump903	3	256
clump904	3	258
clump905	3	259
clump906	3	262
clump907	3	263
clump908	3	264
clump909	3	265
clump910	3	266
clump911	3	267
clump912	3	269
clump913	3	272
clump914	3	274
clump915	3	275
clump916	3	276
clump917	3	277
clump918	3	278
clump919	3	279
clump920	3	280
clump921	3	281
clump922	3	282
clump923	3	283
clump924	3	284
clump925	3	285
clump926	3	288
clump927	3	291
clump928	3	293
clump929	3	294
clump930	3	298
clump931	3	300
clump932	3	301
clump933	3	302
clump934	3	303
clump935	3	304
clump936	3	305
clump937	3	306
clump938	3	307
clump939	3	308
clump940	3	309
clump941	3	310
clump942	3	311
clump943	3	312
clump944	3	313
clump945	3	314
clump946	3	315
clump947	3	318
clump948	3	319
clump949	3	320
clump950	3	322
clump951	3	323
clump952	3	324
clump953	3	329
clump954	3	330
clump955	3	331
clump956	3	332
clump957	3	333
clump958	3	334
clump959	3	335
clump960	3	336
clump961	3	337
clump962	3	338
clump963	3	339
clump964	3	340
clump965	3	341
clump966	3	342
clump967	3	343
clump968	3	344
clump969	3	345
clump970	3	346
clump971	3	347
clump972	3	348
clump973	3	349
clump974	3	351
clump975	3	352
clump976	3	353
clump977	3	354
clump978	3	355
clump979	3	362
clump980	3	363
clump981	3	364
clump982	3	365
clump983	3	366
clump984	3	367
clump985	3	368
clump986	3	371
clump987	3	372
clump988	3	373
clump989	3	374
clump990	3	375
clump991	3	376
clump992	3	377
clump993	3	378
clump994	3	379
clump995	3	380
clump996	3	381
clump997	3	382
clump998	3	384
clump999	3	386
clump1000	3	387
clump1001	3	389
clump1002	3	390
clump1003	3	391
clump1004	3	393
clump1005	4	0
clump1006	4	1
clump1007	4	2
clump1008	4	3
clump1009	4	4
clump1010	4	5
clump1011	4	6
clump1012	4	7
clump1013	4	8
clump1014	4	9
clump1015	4	10
clump1016	4	11
clump1017	4	12
clump1018	4	13
clump1019	4	14
clump1020	4	15
clump1021	4	17
clump1022	4	18
clump1023	4	20
clump1024	4	21
clump1025	4	22
clump1026	4	24
clump1027	4	25
clump1028	4	26
clump1029	4	27
clump1030	4	28
clump1031	4	29
clump1032	4	30
clump1033	4	31
clump1034	4	32
clump1035	4	33
clump1036	4	34
clump1037	4	35
clump1038	4	36
clump1039	4	37
clump1040	4	38
clump1041	4	40
clump1042	4	42
clump1043	4	43
clump1044	4	44
clump1045	4	46
clump1046	4	47
clump1047	4	48
clump1048	4	51
clump1049	4	52
clump1050	4	53
clump1051	4	57
clump1052	4	58
clump1053	4	59
clump1054	4	60
clump1055	4	62
clump1056	4	64
clump1057	4	65
clump1058	4	66
clump1059	4	69
clump1060	4	70
clump1061	4	71
clump1062	4	73
clump1063	4	74
clump1064	4	76
clump1065	4	78
clump1066	4	79
clump1067	4	80
clump1068	4	81
clump1069	4	82
clump1070	4	83
clump1071	4	84
clump1072	4	85
clump1073	4	88
clump1074	4	89
clump1075	4	90
clump1076	4	91
clump1077	4	92
clump1078	4	93
clump1079	4	96
clump1080	4	97
clump1081	4	99
clump1082	4	105
clump1083	4	106
clump1084	4	108
clump1085	4	109
clump1086	4	114
clump1087	4	117
clump1088	4	118
clump1089	4	119
clump1090	4	120
clump1091	4	121
clump1092	4	122
clump1093	4	123
clump1094	4	125
clump1095	4	127
clump1096	4	128
clump1097	4	131
clump1098	4	132
clump1099	4	135
clump1100	4	136
clump1101	4	137
clump1102	4	138
clump1103	4	139
clump1104	4	140
clump1105	4	142
clump1106	4	143
clump1107	4	145
clump1108	4	146
clump1109	4	147
clump1110	4	148
clump1111	4	149
clump1112	4	150
clump1113	4	151
clump1114	4	154
clump1115	4	155
clump1116	4	156
clump1117	4	158
clump1118	4	159
clump1119	4	160
clump1120	4	161
clump1121	4	165
clump1122	4	167
clump1123	4	168
clump1124	4	169
clump1125	4	170
clump1126	4	171
clump1127	4	172
clump1128	4	176
clump1129	4	178
clump1130	4	179
clump1131	4	180
clump1132	4	181
clump1133	4	182
clump1134	4	183
clump1135	4	185
clump1136	4	186
clump1137	4	189
clump1138	4	190
clump1139	4	191
clump1140	4	192
clump1141	4	193
clump1142	4	196
clump1143	4	199
clump1144	4	200
clump1145	4	201
clump1146	4	203
clump1147	4	204
clump1148	4	205
clump1149	4	206
clump1150	4	207
clump1151	4	208
clump1152	4	209
clump1153	4	210
clump1154	4	211
clump1155	4	212
clump1156	4	213
clump1157	4	214
clump1158	4	215
clump1159	4	216
clump1160	4	217
clump1161	4	219
clump1162	4	220
clump1163	4	221
clump1164	4	222
clump1165	4	223
clump1166	4	224
clump1167	4	227
clump1168	4	229
clump1169	4	231
clump1170	4	233
clump1171	4	234
clump1172	4	235
clump1173	4	236
clump1174	4	238
clump1175	4	239
clump1176	4	240
clump1177	4	241
clump1178	4	242
clump1179	4	243
clump1180	4	244
clump1181	4	245
clump1182	4	251
clump1183	4	252
clump1184	4	253
clump1185	4	254
clump1186	4	256
clump1187	4	258
clump1188	4	259
clump1189	4	260
clump1190	4	261
clump1191	4	262
clump1192	4	263
clump1193	4	265
clump1194	4	266
clump1195	4	267
clump1196	4	268
clump1197	4	269
clump1198	4	270
clump1199	4	271
clump1200	4	274
clump1201	4	275
clump1202	4	278
clump1203	4	279
clump1204	4	280
clump1205	4	281
clump1206	4	282
clump1207	4	283
clump1208	4	286
clump1209	4	287
clump1210	4	288
clump1211	4	290
clump1212	4	291
clump1213	4	292
clump1214	4	293
clump1215	4	294
clump1216	4	296
clump1217	4	297
clump1218	4	298
clump1219	4	300
clump1220	4	301
clump1221	4	302
clump1222	4	303
clump1223	4	304
clump1224	4	305
clump1225	4	306
clump1226	4	307
clump1227	4	308
clump1228	4	309
clump1229	4	311
clump1230	4	312
clump1231	4	314
clump1232	4	315
clump1233	4	316
clump1234	4	317
clump1235	4	318
clump1236	4	319
clump1237	4	320
clump1238	4	322
clump1239	4	324
clump1240	4	325
clump1241	4	326
clump1242	4	328
clump1243	4	329
clump1244	4	330
clump1245	4	331
clump1246	4	333
clump1247	4	334
clump1248	4	335
clump1249	4	336
clump1250	4	337
clump1251	4	339
clump1252	4	340
clump1253	4	342
clump1254	4	344
clump1255	4	345
clump1256	4	346
clump1257	4	347
clump1258	4	349
clump1259	4	350
clump1260	4	351
clump1261	4	352
clump1262	4	354
clump1263	4	355
clump1264	4	356
clump1265	4	357
clump1266	4	358
clump1267	4	359
clump1268	4	361
clump1269	4	363
clump1270	4	364
clump1271	4	365
clump1272	4	367
clump1273	4	368
clump1274	4	370
clump1275	4	371
clump1276	4	372
clump1277	4	373
clump1278	4	374
clump1279	4	376
clump1280	4	378
clump1281	4	379
clump1282	4	380
clump1283	4	381
clump1284	5	0
clump1285	5	1
clump1286	5	2
clump1287	5	3
clump1288	5	4
clump1289	5	5
clump1290	5	6
clump1291	5	7
clump1292	5	8
clump1293	5	14
clump1294	5	17
clump1295	5	19
clump1296	5	20
clump1297	5	21
clump1298	5	22
clump1299	5	24
clump1300	5	25
clump1301	5	26
clump1302	5	28
clump1303	5	29
clump1304	5	32
clump1305	5	33
clump1306	5	34
clump1307	5	35
clump1308	5	36
clump1309	5	37
clump1310	5	38
clump1311	5	44
clump1312	5	45
clump1313	5	46
clump1314	5	48
clump1315	5	49
clump1316	5	50
clump1317	5	51
clump1318	5	52
clump1319	5	53
clump1320	5	54
clump1321	5	57
clump1322	5	58
clump1323	5	59
clump1324	5	60
clump1325	5	62
clump1326	5	63
clump1327	5	64
clump1328	5	65
clump1329	5	66
clump1330	5	67
clump1331	5	68
clump1332	5	69
clump1333	5	70
clump1334	5	71
clump1335	5	72
clump1336	5	73
clump1337	5	75
clump1338	5	76
clump1339	5	77
clump1340	5	78
clump1341	5	79
clump1342	5	80
clump1343	5	81
clump1344	5	82
clump1345	5	86
clump1346	5	87
clump1347	5	88
clump1348	5	89
clump1349	5	91
clump1350	5	92
clump1351	5	98
clump1352	5	99
clump1353	5	100
clump1354	5	101
clump1355	5	103
clump1356	5	104
clump1357	5	105
clump1358	5	106
clump1359	5	107
clump1360	5	108
clump1361	5	109
clump1362	5	110
clump1363	5	111
clump1364	5	112
clump1365	5	113
clump1366	5	114
clump1367	5	117
clump1368	5	118
clump1369	5	119
clump1370	5	122
clump1371	5	127
clump1372	5	128
clump1373	5	130
clump1374	5	131
clump1375	5	132
clump1376	5	134
clump1377	5	135
clump1378	5	136
clump1379	5	137
clump1380	5	142
clump1381	5	143
clump1382	5	145
clump1383	5	146
clump1384	5	147
clump1385	5	151
clump1386	5	152
clump1387	5	153
clump1388	5	154
clump1389	5	155
clump1390	5	156
clump1391	5	157
clump1392	5	160
clump1393	5	161
clump1394	5	163
clump1395	5	165
clump1396	5	167
clump1397	5	172
clump1398	5	173
clump1399	5	174
clump1400	5	176
clump1401	5	177
clump1402	5	178
clump1403	5	181
clump1404	5	184
clump1405	5	185
clump1406	5	187
clump1407	5	189
clump1408	5	191
clump1409	5	192
clump1410	5	193
clump1411	5	195
clump1412	5	196
clump1413	5	197
clump1414	5	198
clump1415	5	200
clump1416	5	202
clump1417	5	203
clump1418	5	205
clump1419	5	208
clump1420	5	209
clump1421	5	212
clump1422	5	215
clump1423	5	218
clump1424	5	220
clump1425	5	221
clump1426	5	222
clump1427	5	223
clump1428	5	225
clump1429	5	226
clump1430	5	227
clump1431	5	228
clump1432	5	229
clump1433	5	230
clump1434	5	231
clump1435	5	232
clump1436	5	233
clump1437	5	235
clump1438	5	237
clump1439	5	239
clump1440	5	240
clump1441	5	241
clump1442	5	242
clump1443	5	243
clump1444	5	244
clump1445	5	245
clump1446	5	246
clump1447	5	247
clump1448	5	248
clump1449	5	249
clump1450	5	250
clump1451	5	251
clump1452	5	252
clump1453	5	257
clump1454	5	258
clump1455	5	260
clump1456	5	261
clump1457	5	262
clump1458	5	263
clump1459	5	267
clump1460	5	268
clump1461	5	269
clump1462	5	270
clump1463	5	271
clump1464	5	272
clump1465	5	273
clump1466	5	274
clump1467	5	275
clump1468	5	276
clump1469	5	278
clump1470	5	279
clump1471	5	280
clump1472	5	281
clump1473	5	283
clump1474	5	284
clump1475	5	286
clump1476	5	288
clump1477	5	291
clump1478	5	292
clump1479	5	293
clump1480	5	294
clump1481	5	295
clump1482	5	296
clump1483	5	297
clump1484	5	298
clump1485	5	300
clump1486	5	301
clump1487	5	302
clump1488	5	303
clump1489	5	304
clump1490	5	307
clump1491	5	308
clump1492	5	311
clump1493	5	312
clump1494	5	313
clump1495	5	314
clump1496	5	315
clump1497	5	316
clump1498	5	317
clump1499	5	318
clump1500	5	319
clump1501	5	320
clump1502	5	321
clump1503	5	322
clump1504	5	324
clump1505	5	326
clump1506	5	327
clump1507	5	328
clump1508	5	330
clump1509	5	332
clump1510	5	333
clump1511	5	334
clump1512	5	335
clump1513	5	336
clump1514	5	337
clump1515	5	338
clump1516	5	340
clump1517	5	341
clump1518	5	342
clump1519	5	343
clump1520	5	344
clump1521	5	345
clump1522	5	346
clump1523	5	347
clump1524	5	348
clump1525	5	349
clump1526	5	350
clump1527	5	351
clump1528	5	352
clump1529	5	353
clump1530	5	354
clump1531	5	355
clump1532	5	356
clump1533	5	357
clump1534	5	359
clump1535	5	360
clump1536	5	361
clump1537	6	2
clump1538	6	3
clump1539	6	5
clump1540	6	6
clump1541	6	7
clump1542	6	8
clump1543	6	10
clump1544	6	11
clump1545	6	12
clump1546	6	13
clump1547	6	14
clump1548	6	15
clump1549	6	16
clump1550	6	17
clump1551	6	18
clump1552	6	19
clump1553	6	20
clump1554	6	21
clump1555	6	22
clump1556	6	25
clump1557	6	26
clump1558	6	27
clump1559	6	28
clump1560	6	30
clump1561	6	31
clump1562	6	32
clump1563	6	33
clump1564	6	36
clump1565	6	37
clump1566	6	38
clump1567	6	39
clump1568	6	40
clump1569	6	41
clump1570	6	42
clump1571	6	43
clump1572	6	44
clump1573	6	45
clump1574	6	46
clump1575	6	47
clump1576	6	48
clump1577	6	49
clump1578	6	50
clump1579	6	51
clump1580	6	52
clump1581	6	53
clump1582	6	54
clump1583	6	55
clump1584	6	56
clump1585	6	57
clump1586	6	58
clump1587	6	59
clump1588	6	60
clump1589	6	61
clump1590	6	62
clump1591	6	63
clump1592	6	64
clump1593	6	65
clump1594	6	66
clump1595	6	67
clump1596	6	68
clump1597	6	69
clump1598	6	70
clump1599	6	71
clump1600	6	72
clump1601	6	74
clump1602	6	77
clump1603	6	79
clump1604	6	80
clump1605	6	81
clump1606	6	82
clump1607	6	83
clump1608	6	84
clump1609	6	85
clump1610	6	86
clump1611	6	87
clump1612	6	88
clump1613	6	89
clump1614	6	90
clump1615	6	91
clump1616	6	96
clump1617	6	97
clump1618	6	98
clump1619	6	99
clump1620	6	100
clump1621	6	101
clump1622	6	104
clump1623	6	105
clump1624	6	106
clump1625	6	107
clump1626	6	108
clump1627	6	110
clump1628	6	111
clump1629	6	112
clump1630	6	113
clump1631	6	124
clump1632	6	126
clump1633	6	127
clump1634	6	128
clump1635	6	129
clump1636	6	134
clump1637	6	137
clump1638	6	139
clump1639	6	140
clump1640	6	142
clump1641	6	143
clump1642	6	144
clump1643	6	146
clump1644	6	147
clump1645	6	148
clump1646	6	149
clump1647	6	151
clump1648	6	152
clump1649	6	153
clump1650	6	154
clump1651	6	156
clump1652	6	157
clump1653	6	158
clump1654	6	159
clump1655	6	160
clump1656	6	161
clump1657	6	162
clump1658	6	163
clump1659	6	164
clump1660	6	166
clump1661	6	167
clump1662	6	168
clump1663	6	172
