	CHR	ChromosomePatch
clump136	2	53
clump137	2	55
clump138	2	56
clump139	2	57
clump140	2	66
clump141	2	73
clump142	2	74
clump143	2	75
clump144	2	84
clump145	2	85
clump146	2	86
clump147	2	87
clump148	2	93
clump149	2	94
clump150	2	105
clump151	2	113
clump152	2	115
clump153	2	116
clump154	2	125
clump155	2	126
clump156	2	127
clump157	2	128
clump158	2	129
clump159	2	130
clump160	2	132
clump161	2	133
clump162	2	134
clump163	2	138
clump164	2	144
clump165	2	151
clump166	2	167
clump167	2	171
clump168	2	178
clump169	2	200
clump170	2	214
clump171	2	217
clump172	2	219
clump173	2	223
clump174	2	226
clump175	2	233
clump176	2	240
clump177	2	242
clump178	2	245
clump179	2	261
clump180	2	262
clump181	2	268
clump182	2	269
clump183	2	288
clump184	2	289
clump185	2	296
clump186	2	297
clump187	2	304
clump188	2	308
clump189	2	310
clump190	2	319
clump191	2	326
clump192	2	333
clump193	2	334
clump194	2	335
clump195	2	337
clump196	2	338
clump197	2	339
clump198	2	346
clump199	2	347
clump200	2	348
clump201	2	349
clump202	2	353
clump203	2	361
clump204	2	362
clump205	2	364
clump206	2	366
clump207	2	382
clump208	2	395
clump209	2	396
clump210	2	400
clump211	2	403
clump212	2	404
clump213	2	416
clump214	2	424
clump215	2	426
clump216	2	427
clump217	2	428
clump218	2	429
clump219	2	432
clump220	2	436
clump221	2	460
clump222	2	464
clump223	2	467
clump224	2	471
clump225	2	476
clump226	2	477
clump227	2	480
clump228	2	482
clump229	2	483
clump230	2	484
clump231	2	485
clump232	3	3
clump233	3	14
clump234	3	17
clump235	3	22
clump236	3	23
clump237	3	25
clump238	3	31
clump239	3	33
clump240	3	36
clump241	3	37
clump242	3	44
clump243	3	45
clump244	3	46
clump245	3	47
clump246	3	48
clump247	3	49
clump248	3	75
clump249	3	87
clump250	3	96
clump251	3	97
clump252	3	98
clump253	3	99
clump254	3	100
clump255	3	101
clump256	3	113
clump257	3	114
clump258	3	115
clump259	3	119
clump260	3	123
clump261	3	126
clump262	3	129
clump263	3	141
clump264	3	142
clump265	3	144
clump266	3	145
clump267	3	154
clump268	3	157
clump269	3	158
clump270	3	172
clump271	3	173
clump272	3	174
clump273	3	175
clump274	3	176
clump275	3	177
clump276	3	178
clump277	3	179
clump278	3	180
clump279	3	204
clump280	3	205
clump281	3	210
clump282	3	213
clump283	3	214
clump284	3	216
clump285	3	225
clump286	3	226
clump287	3	229
clump288	3	237
clump289	3	238
clump290	3	253
clump291	3	254
clump292	3	255
clump293	3	256
clump294	3	258
clump295	3	259
clump296	3	263
clump297	3	264
clump298	3	267
clump299	3	274
clump300	3	275
clump301	3	277
clump302	3	281
clump303	3	282
clump304	3	293
clump305	3	294
clump306	3	298
clump307	3	300
clump308	3	303
clump309	3	304
clump310	3	305
clump311	3	307
clump312	3	308
clump313	3	310
clump314	3	313
clump315	3	320
clump316	3	330
clump317	3	334
clump318	3	338
clump319	3	339
clump320	3	340
clump321	3	341
clump322	3	344
clump323	3	345
clump324	3	346
clump325	3	352
clump326	3	364
clump327	3	365
clump328	3	366
clump329	3	367
clump330	3	368
clump331	3	379
clump332	3	380
clump333	4	1
clump334	4	4
clump335	4	7
clump336	4	32
clump337	4	76
clump338	4	78
clump339	4	79
clump340	4	80
clump341	4	85
clump342	4	93
clump343	4	109
clump344	4	114
clump345	4	117
clump346	4	118
clump347	4	127
clump348	4	139
clump349	4	140
clump350	4	146
clump351	4	147
clump352	4	148
clump353	4	149
clump354	4	155
clump355	4	156
clump356	4	159
clump357	4	169
clump358	4	171
clump359	4	179
clump360	4	180
clump361	4	182
clump362	4	183
clump363	4	189
clump364	4	190
clump365	4	191
clump366	4	193
clump367	4	206
clump368	4	210
clump369	4	211
clump370	4	212
clump371	4	213
clump372	4	215
clump373	4	216
clump374	4	217
clump375	4	221
clump376	4	222
clump377	4	233
clump378	4	234
clump379	4	235
clump380	4	263
clump381	4	265
clump382	4	268
clump383	4	269
clump384	4	280
clump385	4	281
clump386	4	282
clump387	4	290
clump388	4	293
clump389	4	294
clump390	4	301
clump391	4	302
clump392	4	303
clump393	4	304
clump394	4	309
clump395	4	316
clump396	4	331
clump397	4	339
clump398	4	340
clump399	4	345
clump400	4	349
clump401	4	350
clump402	4	351
clump403	4	355
clump404	4	357
clump405	4	358
clump406	4	363
clump407	4	370
clump408	4	373
clump409	5	0
clump410	5	2
clump411	5	3
clump412	5	4
clump413	5	5
clump414	5	7
clump415	5	28
clump416	5	33
clump417	5	34
clump418	5	36
clump419	5	51
clump420	5	64
clump421	5	73
clump422	5	75
clump423	5	80
clump424	5	81
clump425	5	86
clump426	5	88
clump427	5	89
clump428	5	103
clump429	5	104
clump430	5	105
clump431	5	106
clump432	5	107
clump433	5	112
clump434	5	114
clump435	5	128
clump436	5	131
clump437	5	132
clump438	5	134
clump439	5	146
clump440	5	153
clump441	5	155
clump442	5	189
clump443	5	191
clump444	5	195
clump445	5	196
clump446	5	198
clump447	5	221
clump448	5	222
clump449	5	228
clump450	5	229
clump451	5	237
clump452	5	251
clump453	5	263
clump454	5	267
clump455	5	268
clump456	5	278
clump457	5	284
clump458	5	295
clump459	5	303
clump460	5	311
clump461	5	312
clump462	5	318
clump463	5	319
clump464	5	321
clump465	5	332
clump466	5	336
clump467	5	338
clump468	5	340
clump469	5	343
clump470	5	345
clump471	5	353
clump472	5	355
clump473	5	356
clump474	6	3
clump475	6	5
clump476	6	13
clump477	6	14
clump478	6	17
clump479	6	22
clump480	6	33
clump481	6	42
clump482	6	43
clump483	6	44
clump484	6	45
clump485	6	51
clump486	6	52
clump487	6	53
clump488	6	54
clump489	6	55
clump490	6	56
clump491	6	57
clump492	6	58
clump493	6	59
clump494	6	60
clump495	6	61
clump496	6	62
clump497	6	63
clump498	6	64
clump499	6	65
clump500	6	66
clump501	6	67
clump502	6	68
clump503	6	69
clump504	6	70
clump505	6	74
clump506	6	81
clump507	6	82
clump508	6	83
clump509	6	85
clump510	6	86
clump511	6	87
clump512	6	96
clump513	6	99
clump514	6	104
clump515	6	106
clump516	6	140
clump517	6	142
clump518	6	148
clump519	6	152
clump520	6	153
clump521	6	162
clump522	6	163
clump523	6	164
clump524	6	175
clump525	6	176
clump526	6	178
clump527	6	179
clump528	6	193
clump529	6	202
clump530	6	204
clump531	6	205
clump532	6	211
clump533	6	213
clump534	6	214
clump535	6	215
clump536	6	216
clump537	6	218
clump538	6	219
clump539	6	220
clump540	6	222
clump541	6	223
clump542	6	233
clump543	6	234
clump544	6	235
clump545	6	247
clump546	6	260
clump547	6	268
clump548	6	277
clump549	6	278
clump550	6	279
clump551	6	294
clump552	6	304
clump553	6	305
clump554	6	306
clump555	6	307
clump556	6	308
clump557	6	310
clump558	6	313
clump559	6	316
clump560	6	317
clump561	6	318
clump562	6	319
clump563	6	320
clump564	6	321
clump565	6	322
clump566	6	323
clump567	6	327
clump568	6	335
clump569	6	337
clump570	6	338
clump571	6	341
clump572	7	1
clump573	7	3
clump574	7	4
clump575	7	6
clump576	7	10
clump577	7	11
clump578	7	12
clump579	7	18
clump580	7	20
clump581	7	33
clump582	7	36
clump583	7	37
clump584	7	38
clump585	7	40
clump586	7	41
clump587	7	42
clump588	7	43
clump589	7	45
clump590	7	49
clump591	7	51
clump592	7	52
clump593	7	53
clump594	7	54
clump595	7	55
clump596	7	56
clump597	7	58
clump598	7	72
clump599	7	73
clump600	7	80
clump601	7	81
clump602	7	83
clump603	7	94
clump604	7	95
clump605	7	101
clump606	7	103
clump607	7	105
clump608	7	131
clump609	7	136
clump610	7	140
clump611	7	145
clump612	7	146
clump613	7	148
clump614	7	155
clump615	7	158
clump616	7	159
clump617	7	162
clump618	7	169
clump619	7	185
clump620	7	192
clump621	7	194
clump622	7	195
clump623	7	196
clump624	7	198
clump625	7	210
clump626	7	215
clump627	7	216
clump628	7	220
clump629	7	223
clump630	7	229
clump631	7	248
clump632	7	254
clump633	7	277
clump634	7	278
clump635	7	279
clump636	7	286
clump637	7	287
clump638	7	288
clump639	7	289
clump640	7	295
clump641	7	304
clump642	7	307
clump643	7	317
clump644	8	1
clump645	8	8
clump646	8	14
clump647	8	16
clump648	8	17
clump649	8	18
clump650	8	20
clump651	8	22
clump652	8	23
clump653	8	32
clump654	8	35
clump655	8	36
clump656	8	38
clump657	8	45
clump658	8	46
clump659	8	47
clump660	8	48
clump661	8	51
clump662	8	52
clump663	8	53
clump664	8	54
clump665	8	56
clump666	8	57
clump667	8	76
clump668	8	77
clump669	8	94
clump670	8	106
clump671	8	115
clump672	8	123
clump673	8	127
clump674	8	138
clump675	8	142
clump676	8	143
clump677	8	148
clump678	8	150
clump679	8	151
clump680	8	160
clump681	8	161
clump682	8	162
clump683	8	169
clump684	8	184
clump685	8	187
clump686	8	188
clump687	8	191
clump688	8	192
clump689	8	196
clump690	8	198
clump691	8	204
clump692	8	205
clump693	8	212
clump694	8	217
clump695	8	218
clump696	8	219
clump697	8	232
clump698	8	233
clump699	8	234
clump700	8	235
clump701	8	245
clump702	8	247
clump703	8	252
clump704	8	253
clump705	8	254
clump706	8	255
clump707	8	256
clump708	8	257
clump709	8	259
clump710	8	260
clump711	8	261
clump712	8	262
clump713	8	263
clump714	8	267
clump715	8	269
clump716	8	270
clump717	8	277
clump718	8	289
clump719	9	1
clump720	9	3
clump721	9	5
clump722	9	6
clump723	9	9
clump724	9	12
clump725	9	13
clump726	9	20
clump727	9	21
clump728	9	22
clump729	9	27
clump730	9	33
clump731	9	35
clump732	9	37
clump733	9	38
clump734	9	39
clump735	9	40
clump736	9	43
clump737	9	44
clump738	9	45
clump739	9	46
clump740	9	62
clump741	9	67
clump742	9	68
clump743	9	151
clump744	9	158
clump745	9	163
clump746	9	164
clump747	9	167
clump748	9	173
clump749	9	175
clump750	9	177
clump751	9	178
clump752	9	181
clump753	9	184
clump754	9	194
clump755	9	198
clump756	9	199
clump757	9	202
clump758	9	206
clump759	9	210
clump760	9	218
clump761	9	219
clump762	9	220
clump763	9	221
clump764	9	239
clump765	9	240
clump766	9	253
clump767	9	257
clump768	9	260
clump769	9	261
clump770	9	265
clump771	9	274
clump772	9	278
clump773	9	279
clump774	9	280
clump775	10	1
clump776	10	2
clump777	10	5
clump778	10	9
clump779	10	11
clump780	10	15
clump781	10	17
clump782	10	24
clump783	10	26
clump784	10	27
clump785	10	28
clump786	10	35
clump787	10	41
clump788	10	42
clump789	10	43
clump790	10	44
clump791	10	45
clump792	10	46
clump793	10	47
clump794	10	48
clump795	10	56
clump796	10	58
clump797	10	65
clump798	10	90
clump799	10	91
clump800	10	92
clump801	10	93
clump802	10	94
clump803	10	95
clump804	10	96
clump805	10	97
clump806	10	98
clump807	10	99
clump808	10	101
clump809	10	102
clump810	10	103
clump811	10	105
clump812	10	119
clump813	10	123
clump814	10	124
clump815	10	125
clump816	10	126
clump817	10	137
clump818	10	143
clump819	10	144
clump820	10	154
clump821	10	155
clump822	10	157
clump823	10	159
clump824	10	160
clump825	10	161
clump826	10	163
clump827	10	172
clump828	10	180
clump829	10	186
clump830	10	189
clump831	10	191
clump832	10	196
clump833	10	208
clump834	10	209
clump835	10	211
clump836	10	212
clump837	10	228
clump838	10	229
clump839	10	230
clump840	10	234
clump841	10	235
clump842	10	242
clump843	10	243
clump844	10	245
clump845	10	246
clump846	10	252
clump847	10	253
clump848	11	2
clump849	11	3
clump850	11	4
clump851	11	5
clump852	11	6
clump853	11	7
clump854	11	8
clump855	11	9
clump856	11	14
clump857	11	15
clump858	11	17
clump859	11	18
clump860	11	19
clump861	11	25
clump862	11	26
clump863	11	27
clump864	11	54
clump865	11	55
clump866	11	64
clump867	11	65
clump868	11	66
clump869	11	69
clump870	11	86
clump871	11	88
clump872	11	94
clump873	11	95
clump874	11	96
clump875	11	98
clump876	11	110
clump877	11	112
clump878	11	113
clump879	11	114
clump880	11	115
clump881	11	116
clump882	11	117
clump883	11	118
clump884	11	121
clump885	11	122
clump886	11	123
clump887	11	124
clump888	11	126
clump889	11	129
clump890	11	130
clump891	11	131
clump892	11	132
clump893	11	133
clump894	11	134
clump895	11	135
clump896	11	136
clump897	11	137
clump898	11	138
clump899	11	139
clump900	11	141
clump901	11	143
clump902	11	152
clump903	11	155
clump904	11	160
clump905	11	164
clump906	11	166
clump907	11	168
clump908	11	171
clump909	11	192
clump910	11	203
clump911	11	204
clump912	11	206
clump913	11	207
clump914	11	212
clump915	11	213
clump916	11	216
clump917	11	218
clump918	11	223
clump919	11	226
clump920	11	227
clump921	11	228
clump922	11	232
clump923	11	249
clump924	11	250
clump925	11	251
clump926	11	261
clump927	11	265
clump928	11	268
clump929	12	3
clump930	12	5
clump931	12	6
clump932	12	8
clump933	12	13
clump934	12	15
clump935	12	17
clump936	12	18
clump937	12	24
clump938	12	25
clump939	12	28
clump940	12	29
clump941	12	33
clump942	12	35
clump943	12	40
clump944	12	51
clump945	12	54
clump946	12	62
clump947	12	68
clump948	12	93
clump949	12	94
clump950	12	96
clump951	12	97
clump952	12	98
clump953	12	99
clump954	12	101
clump955	12	102
clump956	12	105
clump957	12	106
clump958	12	122
clump959	12	129
clump960	12	130
clump961	12	132
clump962	12	134
clump963	12	147
clump964	12	180
clump965	12	181
clump966	12	184
clump967	12	185
clump968	12	188
clump969	12	192
clump970	12	197
clump971	12	202
clump972	12	204
clump973	12	205
clump974	12	214
clump975	12	217
clump976	12	219
clump977	12	220
clump978	12	222
clump979	12	228
clump980	12	229
clump981	12	230
clump982	12	236
clump983	12	237
clump984	12	239
clump985	12	242
clump986	12	243
clump987	12	245
clump988	12	248
clump989	12	249
clump990	12	250
clump991	12	251
clump992	12	258
clump993	12	262
clump994	12	264
clump995	12	265
clump996	12	266
clump997	13	47
clump998	13	56
clump999	13	65
clump1000	13	72
clump1001	13	73
clump1002	13	84
clump1003	13	85
clump1004	13	100
clump1005	13	101
clump1006	13	102
clump1007	13	143
clump1008	13	144
clump1009	13	145
clump1010	13	146
clump1011	13	147
clump1012	13	148
clump1013	13	149
clump1014	13	150
clump1015	13	152
clump1016	13	153
clump1017	13	159
clump1018	13	164
clump1019	13	180
clump1020	13	182
clump1021	13	183
clump1022	13	184
clump1023	13	186
clump1024	13	196
clump1025	13	211
clump1026	13	217
clump1027	13	219
clump1028	13	220
clump1029	13	229
clump1030	14	40
clump1031	14	46
clump1032	14	47
clump1033	14	49
clump1034	14	54
clump1035	14	55
clump1036	14	56
clump1037	14	66
clump1038	14	73
clump1039	14	74
clump1040	14	75
clump1041	14	76
clump1042	14	78
clump1043	14	86
clump1044	14	101
clump1045	14	102
clump1046	14	106
clump1047	14	107
clump1048	14	109
clump1049	14	110
clump1050	14	111
clump1051	14	121
clump1052	14	122
clump1053	14	123
clump1054	14	124
clump1055	14	129
clump1056	14	137
clump1057	14	138
clump1058	14	140
clump1059	14	141
clump1060	14	142
clump1061	14	145
clump1062	14	147
clump1063	14	150
clump1064	14	155
clump1065	14	160
clump1066	14	183
clump1067	14	185
clump1068	14	186
clump1069	14	187
clump1070	14	188
clump1071	14	189
clump1072	14	190
clump1073	14	192
clump1074	14	193
clump1075	14	195
clump1076	14	210
clump1077	15	51
clump1078	15	55
clump1079	15	63
clump1080	15	66
clump1081	15	67
clump1082	15	68
clump1083	15	69
clump1084	15	70
clump1085	15	76
clump1086	15	81
clump1087	15	82
clump1088	15	83
clump1089	15	84
clump1090	15	85
clump1091	15	86
clump1092	15	96
clump1093	15	100
clump1094	15	101
clump1095	15	105
clump1096	15	106
clump1097	15	111
clump1098	15	112
clump1099	15	113
clump1100	15	115
clump1101	15	119
clump1102	15	120
clump1103	15	133
clump1104	15	134
clump1105	15	138
clump1106	15	141
clump1107	15	143
clump1108	15	149
clump1109	15	150
clump1110	15	157
clump1111	15	161
clump1112	15	164
clump1113	15	172
clump1114	15	175
clump1115	15	177
clump1116	15	180
clump1117	15	181
clump1118	15	183
clump1119	15	185
clump1120	15	188
clump1121	15	198
clump1122	15	203
clump1123	16	3
clump1124	16	4
clump1125	16	5
clump1126	16	6
clump1127	16	8
clump1128	16	9
clump1129	16	10
clump1130	16	11
clump1131	16	18
clump1132	16	20
clump1133	16	21
clump1134	16	22
clump1135	16	31
clump1136	16	38
clump1137	16	40
clump1138	16	41
clump1139	16	50
clump1140	16	51
clump1141	16	59
clump1142	16	62
clump1143	16	63
clump1144	16	64
clump1145	16	97
clump1146	16	98
clump1147	16	105
clump1148	16	108
clump1149	16	109
clump1150	16	115
clump1151	16	116
clump1152	16	118
clump1153	16	125
clump1154	16	127
clump1155	16	133
clump1156	16	134
clump1157	16	135
clump1158	16	136
clump1159	16	137
clump1160	16	141
clump1161	16	142
clump1162	16	143
clump1163	16	145
clump1164	16	146
clump1165	16	152
clump1166	16	157
clump1167	16	159
clump1168	16	160
clump1169	16	164
clump1170	16	170
clump1171	16	171
clump1172	16	174
clump1173	16	175
clump1174	16	176
clump1175	16	179
clump1176	17	0
clump1177	17	1
clump1178	17	4
clump1179	17	8
clump1180	17	14
clump1181	17	15
clump1182	17	17
clump1183	17	24
clump1184	17	25
clump1185	17	29
clump1186	17	30
clump1187	17	33
clump1188	17	34
clump1189	17	35
clump1190	17	36
clump1191	17	55
clump1192	17	58
clump1193	17	59
clump1194	17	60
clump1195	17	66
clump1196	17	70
clump1197	17	71
clump1198	17	72
clump1199	17	73
clump1200	17	80
clump1201	17	86
clump1202	17	87
clump1203	17	90
clump1204	17	91
clump1205	17	92
clump1206	17	93
clump1207	17	94
clump1208	17	95
clump1209	17	102
clump1210	17	104
clump1211	17	112
clump1212	17	113
clump1213	17	114
clump1214	17	121
clump1215	17	122
clump1216	17	124
clump1217	17	126
clump1218	17	127
clump1219	17	130
clump1220	17	131
clump1221	17	132
clump1222	17	135
clump1223	17	137
clump1224	17	138
clump1225	17	148
clump1226	17	150
clump1227	17	152
clump1228	17	157
clump1229	17	158
clump1230	17	160
clump1231	18	20
clump1232	18	23
clump1233	18	44
clump1234	18	47
clump1235	18	52
clump1236	18	63
clump1237	18	68
clump1238	18	77
clump1239	18	90
clump1240	18	91
clump1241	18	92
clump1242	18	94
clump1243	18	96
clump1244	18	103
clump1245	18	105
clump1246	18	106
clump1247	18	107
clump1248	18	113
clump1249	18	121
clump1250	18	122
clump1251	18	123
clump1252	18	125
clump1253	18	127
clump1254	18	129
clump1255	18	144
clump1256	18	145
clump1257	18	146
clump1258	18	149
clump1259	18	151
clump1260	18	152
clump1261	18	153
clump1262	18	154
clump1263	19	2
clump1264	19	3
clump1265	19	10
clump1266	19	11
clump1267	19	16
clump1268	19	29
clump1269	19	31
clump1270	19	34
clump1271	19	36
clump1272	19	38
clump1273	19	39
clump1274	19	40
clump1275	19	59
clump1276	19	60
clump1277	19	61
clump1278	19	64
clump1279	19	67
clump1280	19	70
clump1281	19	71
clump1282	19	72
clump1283	19	76
clump1284	19	77
clump1285	19	78
clump1286	19	79
clump1287	19	83
clump1288	19	84
clump1289	19	85
clump1290	19	89
clump1291	19	90
clump1292	19	93
clump1293	19	95
clump1294	19	96
clump1295	19	99
clump1296	19	100
clump1297	19	102
clump1298	19	104
clump1299	19	107
clump1300	19	113
clump1301	19	115
clump1302	20	0
clump1303	20	1
clump1304	20	2
clump1305	20	3
clump1306	20	12
clump1307	20	21
clump1308	20	22
clump1309	20	37
clump1310	20	47
clump1311	20	48
clump1312	20	49
clump1313	20	50
clump1314	20	51
clump1315	20	60
clump1316	20	62
clump1317	20	64
clump1318	20	67
clump1319	20	68
clump1320	20	73
clump1321	20	80
clump1322	20	86
clump1323	20	91
clump1324	20	92
clump1325	20	98
clump1326	20	99
clump1327	20	102
clump1328	20	104
clump1329	20	111
clump1330	20	113
clump1331	20	117
clump1332	20	121
clump1333	20	122
clump1334	20	124
clump1335	20	125
clump1336	20	126
clump1337	21	32
clump1338	21	36
clump1339	21	37
clump1340	21	55
clump1341	21	64
clump1342	21	66
clump1343	21	70
clump1344	21	71
clump1345	21	74
clump1346	21	75
clump1347	21	80
clump1348	21	85
clump1349	21	90
clump1350	22	39
clump1351	22	40
clump1352	22	41
clump1353	22	54
clump1354	22	56
clump1355	22	57
clump1356	22	58
clump1357	22	60
clump1358	22	61
clump1359	22	66
clump1360	22	71
clump1361	22	74
clump1362	22	75
clump1363	22	77
clump1364	22	78
clump1365	22	80
clump1366	22	81
clump1367	22	82
clump1368	22	84
clump1369	22	85
clump1370	22	86
clump1371	22	87
clump1372	22	88
clump1373	22	89
clump1374	22	91
clump1375	22	96
clump1376	22	99
clump1377	22	101
clump1378	23	5
clump1379	23	17
clump1380	23	18
clump1381	23	19
clump1382	23	22
clump1383	23	23
clump1384	23	24
clump1385	23	33
clump1386	23	35
clump1387	23	43
clump1388	23	46
clump1389	23	50
clump1390	23	61
clump1391	23	72
clump1392	23	96
clump1393	23	97
clump1394	23	99
clump1395	23	101
clump1396	23	102
clump1397	23	103
clump1398	23	104
clump1399	23	105
clump1400	23	106
clump1401	23	110
clump1402	23	111
clump1403	23	112
clump1404	23	113
clump1405	23	114
clump1406	23	115
clump1407	23	123
clump1408	23	130
clump1409	23	131
clump1410	23	132
clump1411	23	133
clump1412	23	134
clump1413	23	135
clump1414	23	138
clump1415	23	139
clump1416	23	140
clump1417	23	142
clump1418	23	152
clump1419	23	153
clump1420	23	173
clump1421	23	205
clump1422	23	219
clump1423	23	249
clump1424	23	250
clump1425	23	252
clump1426	23	274
