	CHR	ChromosomePatch
clump331	4	1434
clump332	5	9
clump333	5	10
clump334	5	11
clump335	5	12
clump336	5	13
clump337	5	14
clump338	5	15
clump339	5	16
clump340	5	114
clump341	5	302
clump342	5	354
clump343	5	355
clump344	5	415
clump345	5	416
clump346	5	448
clump347	5	449
clump348	5	450
clump349	5	456
clump350	5	526
clump351	5	528
clump352	5	587
clump353	5	887
clump354	5	1070
clump355	5	1071
clump356	5	1073
clump357	5	1113
clump358	5	1183
clump359	5	1275
clump360	5	1276
clump361	5	1352
clump362	5	1353
clump363	5	1383
clump364	5	1412
clump365	5	1413
clump366	5	1421
clump367	5	1422
clump368	5	1423
clump369	5	1424
clump370	6	13
clump371	6	89
clump372	6	90
clump373	6	170
clump374	6	171
clump375	6	174
clump376	6	175
clump377	6	178
clump378	6	180
clump379	6	212
clump380	6	213
clump381	6	219
clump382	6	220
clump383	6	229
clump384	6	236
clump385	6	237
clump386	6	238
clump387	6	239
clump388	6	240
clump389	6	241
clump390	6	242
clump391	6	243
clump392	6	244
clump393	6	245
clump394	6	246
clump395	6	247
clump396	6	248
clump397	6	249
clump398	6	250
clump399	6	251
clump400	6	252
clump401	6	253
clump402	6	254
clump403	6	255
clump404	6	256
clump405	6	257
clump406	6	258
clump407	6	259
clump408	6	260
clump409	6	261
clump410	6	262
clump411	6	263
clump412	6	264
clump413	6	265
clump414	6	266
clump415	6	267
clump416	6	276
clump417	6	277
clump418	6	278
clump419	6	279
clump420	6	280
clump421	6	281
clump422	6	297
clump423	6	332
clump424	6	349
clump425	6	563
clump426	6	609
clump427	6	610
clump428	6	611
clump429	6	612
clump430	6	702
clump431	6	874
clump432	6	875
clump433	6	876
clump434	6	934
clump435	6	935
clump436	6	936
clump437	6	937
clump438	6	938
clump439	6	939
clump440	6	940
clump441	6	1042
clump442	6	1074
clump443	6	1118
clump444	6	1217
clump445	6	1226
clump446	6	1227
clump447	6	1228
clump448	6	1279
clump449	6	1280
clump450	6	1281
clump451	6	1282
clump452	6	1283
clump453	6	1284
clump454	6	1285
clump455	6	1286
clump456	6	1287
clump457	6	1288
clump458	6	1289
clump459	6	1290
clump460	6	1291
clump461	6	1292
clump462	6	1355
clump463	7	15
clump464	7	16
clump465	7	17
clump466	7	162
clump467	7	163
clump468	7	166
clump469	7	167
clump470	7	168
clump471	7	169
clump472	7	170
clump473	7	174
clump474	7	208
clump475	7	217
clump476	7	218
clump477	7	219
clump478	7	220
clump479	7	221
clump480	7	222
clump481	7	223
clump482	7	224
clump483	7	290
clump484	7	291
clump485	7	292
clump486	7	326
clump487	7	327
clump488	7	335
clump489	7	379
clump490	7	380
clump491	7	381
clump492	7	651
clump493	7	740
clump494	7	781
clump495	7	782
clump496	7	783
clump497	7	784
clump498	7	843
clump499	7	995
clump500	8	67
clump501	8	68
clump502	8	89
clump503	8	94
clump504	8	183
clump505	8	185
clump506	8	186
clump507	8	187
clump508	8	188
clump509	8	206
clump510	8	207
clump511	8	208
clump512	8	209
clump513	8	308
clump514	8	309
clump515	8	310
clump516	8	643
clump517	8	648
clump518	8	649
clump519	8	793
clump520	8	818
clump521	8	819
clump522	8	823
clump523	8	871
clump524	8	872
clump525	8	873
clump526	8	878
clump527	8	928
clump528	8	937
clump529	8	939
clump530	8	1011
clump531	8	1021
clump532	8	1022
clump533	8	1023
clump534	8	1024
clump535	8	1025
clump536	8	1026
clump537	8	1027
clump538	8	1028
clump539	8	1029
clump540	8	1030
clump541	8	1031
clump542	8	1044
clump543	8	1051
clump544	8	1158
clump545	8	1159
clump546	9	25
clump547	9	26
clump548	9	49
clump549	9	50
clump550	9	51
clump551	9	84
clump552	9	148
clump553	9	151
clump554	9	152
clump555	9	153
clump556	9	175
clump557	9	176
clump558	9	269
clump559	9	270
clump560	9	271
clump561	9	272
clump562	9	656
clump563	9	727
clump564	9	738
clump565	9	795
clump566	9	797
clump567	9	876
clump568	9	881
clump569	9	882
clump570	9	1042
clump571	9	1043
clump572	9	1060
clump573	9	1121
clump574	10	6
clump575	10	7
clump576	10	8
clump577	10	37
clump578	10	38
clump579	10	45
clump580	10	46
clump581	10	107
clump582	10	108
clump583	10	171
clump584	10	182
clump585	10	190
clump586	10	363
clump587	10	364
clump588	10	365
clump589	10	366
clump590	10	367
clump591	10	368
clump592	10	369
clump593	10	370
clump594	10	372
clump595	10	375
clump596	10	376
clump597	10	380
clump598	10	381
clump599	10	390
clump600	10	393
clump601	10	407
clump602	10	409
clump603	10	410
clump604	10	411
clump605	10	412
clump606	10	413
clump607	10	498
clump608	10	499
clump609	10	502
clump610	10	641
clump611	10	642
clump612	10	646
clump613	10	720
clump614	10	721
clump615	10	722
clump616	10	757
clump617	10	833
clump618	10	834
clump619	10	835
clump620	10	836
clump621	10	845
clump622	10	917
clump623	10	941
clump624	10	943
clump625	10	981
clump626	10	982
clump627	10	983
clump628	10	984
clump629	10	985
clump630	10	986
clump631	10	1010
clump632	10	1012
clump633	10	1013
clump634	11	11
clump635	11	12
clump636	11	13
clump637	11	17
clump638	11	18
clump639	11	25
clump640	11	59
clump641	11	60
clump642	11	72
clump643	11	102
clump644	11	104
clump645	11	220
clump646	11	221
clump647	11	263
clump648	11	379
clump649	11	380
clump650	11	381
clump651	11	382
clump652	11	383
clump653	11	460
clump654	11	469
clump655	11	470
clump656	11	471
clump657	11	472
clump658	11	495
clump659	11	523
clump660	11	525
clump661	11	526
clump662	11	527
clump663	11	529
clump664	11	531
clump665	11	532
clump666	11	533
clump667	11	534
clump668	11	535
clump669	11	536
clump670	11	537
clump671	11	538
clump672	11	539
clump673	11	541
clump674	11	543
clump675	11	547
clump676	11	550
clump677	11	551
clump678	11	552
clump679	11	553
clump680	11	554
clump681	11	555
clump682	11	556
clump683	11	609
clump684	11	610
clump685	11	819
clump686	11	865
clump687	11	866
clump688	11	867
clump689	11	892
clump690	11	907
clump691	11	908
clump692	11	909
clump693	11	910
clump694	11	1000
clump695	11	1001
clump696	11	1002
clump697	11	1004
clump698	11	1005
clump699	11	1006
clump700	11	1074
clump701	12	54
clump702	12	102
clump703	12	115
clump704	12	116
clump705	12	118
clump706	12	119
clump707	12	216
clump708	12	386
clump709	12	387
clump710	12	388
clump711	12	389
clump712	12	390
clump713	12	391
clump714	12	395
clump715	12	396
clump716	12	397
clump717	12	398
clump718	12	399
clump719	12	425
clump720	12	426
clump721	12	427
clump722	12	519
clump723	12	520
clump724	12	531
clump725	12	538
clump726	12	721
clump727	12	722
clump728	12	723
clump729	12	724
clump730	12	736
clump731	12	737
clump732	12	768
clump733	12	819
clump734	12	820
clump735	12	821
clump736	12	822
clump737	12	869
clump738	12	879
clump739	12	880
clump740	12	889
clump741	12	916
clump742	12	917
clump743	12	920
clump744	12	982
clump745	12	1064
clump746	12	1065
clump747	13	407
clump748	13	408
clump749	13	409
clump750	13	411
clump751	13	589
clump752	13	590
clump753	13	591
clump754	13	592
clump755	13	593
clump756	13	609
clump757	13	721
clump758	13	735
clump759	13	736
clump760	13	880
clump761	13	881
clump762	13	882
clump763	13	883
clump764	14	186
clump765	14	187
clump766	14	197
clump767	14	295
clump768	14	296
clump769	14	297
clump770	14	303
clump771	14	304
clump772	14	305
clump773	14	409
clump774	14	424
clump775	14	425
clump776	14	426
clump777	14	427
clump778	14	486
clump779	14	487
clump780	14	488
clump781	14	489
clump782	14	490
clump783	14	491
clump784	14	492
clump785	14	493
clump786	14	516
clump787	14	517
clump788	14	551
clump789	14	552
clump790	14	553
clump791	14	554
clump792	14	555
clump793	14	565
clump794	14	566
clump795	14	568
clump796	14	620
clump797	14	733
clump798	14	734
clump799	14	758
clump800	15	266
clump801	15	267
clump802	15	306
clump803	15	326
clump804	15	327
clump805	15	328
clump806	15	339
clump807	15	340
clump808	15	342
clump809	15	346
clump810	15	347
clump811	15	447
clump812	15	448
clump813	15	451
clump814	15	452
clump815	15	454
clump816	15	479
clump817	15	482
clump818	15	532
clump819	15	533
clump820	15	534
clump821	15	535
clump822	15	565
clump823	15	597
clump824	15	631
clump825	15	645
clump826	15	711
clump827	15	722
clump828	15	793
clump829	15	813
clump830	15	814
clump831	16	17
clump832	16	22
clump833	16	34
clump834	16	35
clump835	16	39
clump836	16	72
clump837	16	251
clump838	16	259
clump839	16	388
clump840	16	435
clump841	16	437
clump842	16	461
clump843	16	464
clump844	16	510
clump845	16	536
clump846	16	537
clump847	16	538
clump848	16	539
clump849	16	540
clump850	16	541
clump851	16	542
clump852	16	543
clump853	16	544
clump854	16	545
clump855	16	549
clump856	16	565
clump857	16	572
clump858	16	573
clump859	16	574
clump860	16	575
clump861	16	628
clump862	16	638
clump863	16	639
clump864	16	657
clump865	16	680
clump866	16	684
clump867	16	704
clump868	17	3
clump869	17	4
clump870	17	5
clump871	17	17
clump872	17	58
clump873	17	59
clump874	17	60
clump875	17	61
clump876	17	62
clump877	17	63
clump878	17	99
clump879	17	100
clump880	17	134
clump881	17	135
clump882	17	137
clump883	17	140
clump884	17	141
clump885	17	142
clump886	17	143
clump887	17	238
clump888	17	239
clump889	17	240
clump890	17	283
clump891	17	284
clump892	17	285
clump893	17	286
clump894	17	287
clump895	17	288
clump896	17	289
clump897	17	290
clump898	17	291
clump899	17	292
clump900	17	367
clump901	17	368
clump902	17	369
clump903	17	370
clump904	17	371
clump905	17	372
clump906	17	373
clump907	17	374
clump908	17	375
clump909	17	377
clump910	17	378
clump911	17	379
clump912	17	380
clump913	17	381
clump914	17	451
clump915	17	452
clump916	17	453
clump917	17	456
clump918	17	457
clump919	17	458
clump920	17	488
clump921	17	489
clump922	17	497
clump923	17	508
clump924	17	552
clump925	17	553
clump926	18	177
clump927	18	360
clump928	18	362
clump929	18	363
clump930	18	414
clump931	18	415
clump932	18	425
clump933	18	426
clump934	18	427
clump935	18	428
clump936	18	453
clump937	18	487
clump938	18	488
clump939	18	584
clump940	18	596
clump941	18	597
clump942	18	612
clump943	18	613
clump944	18	614
clump945	18	615
clump946	18	616
clump947	19	40
clump948	19	137
clump949	19	257
clump950	19	290
clump951	19	305
clump952	19	306
clump953	19	307
clump954	19	308
clump955	19	309
clump956	19	310
clump957	19	311
clump958	19	312
clump959	19	313
clump960	19	335
clump961	19	336
clump962	19	341
clump963	19	342
clump964	19	380
clump965	19	385
clump966	19	400
clump967	19	410
clump968	19	411
clump969	19	452
clump970	20	6
clump971	20	87
clump972	20	201
clump973	20	202
clump974	20	203
clump975	20	204
clump976	20	250
clump977	20	251
clump978	20	270
clump979	20	271
clump980	20	272
clump981	20	292
clump982	20	293
clump983	20	395
clump984	20	396
clump985	20	417
clump986	20	419
clump987	20	453
clump988	20	468
clump989	20	487
clump990	20	488
clump991	20	497
clump992	20	498
clump993	20	499
clump994	20	500
clump995	21	131
clump996	21	145
clump997	21	284
clump998	21	299
clump999	21	322
clump1000	21	342
clump1001	21	343
clump1002	21	362
clump1003	22	157
clump1004	22	158
clump1005	22	165
clump1006	22	226
clump1007	22	227
clump1008	22	228
clump1009	22	229
clump1010	22	230
clump1011	22	231
clump1012	22	232
clump1013	22	233
clump1014	22	234
clump1015	22	235
clump1016	22	242
clump1017	22	243
clump1018	22	244
clump1019	22	265
clump1020	22	310
clump1021	22	311
clump1022	22	312
clump1023	22	313
clump1024	22	323
clump1025	22	324
clump1026	22	325
clump1027	22	326
clump1028	22	327
clump1029	22	328
clump1030	22	343
clump1031	22	345
clump1032	22	346
clump1033	22	347
clump1034	22	348
clump1035	22	365
clump1036	23	70
clump1037	23	78
clump1038	23	90
clump1039	23	91
clump1040	23	92
clump1041	23	134
clump1042	23	175
clump1043	23	200
clump1044	23	246
clump1045	23	247
clump1046	23	385
clump1047	23	387
clump1048	23	396
clump1049	23	397
clump1050	23	398
clump1051	23	405
clump1052	23	406
clump1053	23	407
clump1054	23	408
clump1055	23	409
clump1056	23	410
clump1057	23	411
clump1058	23	412
clump1059	23	413
clump1060	23	414
clump1061	23	415
clump1062	23	416
clump1063	23	420
clump1064	23	421
clump1065	23	422
clump1066	23	423
clump1067	23	424
clump1068	23	425
clump1069	23	444
clump1070	23	445
clump1071	23	446
clump1072	23	450
clump1073	23	451
clump1074	23	452
clump1075	23	453
clump1076	23	454
clump1077	23	455
clump1078	23	456
clump1079	23	457
clump1080	23	458
clump1081	23	459
clump1082	23	460
clump1083	23	524
clump1084	23	525
clump1085	23	526
clump1086	23	527
clump1087	23	528
clump1088	23	531
clump1089	23	532
clump1090	23	533
clump1091	23	534
clump1092	23	535
clump1093	23	536
clump1094	23	537
clump1095	23	538
clump1096	23	557
clump1097	23	558
clump1098	23	559
clump1099	23	560
clump1100	23	561
clump1101	23	562
clump1102	23	563
clump1103	23	695
clump1104	23	821
clump1105	23	996
clump1106	23	1001
