	CHR	ChromosomePatch
clump412	10	646
clump413	10	721
clump414	10	722
clump415	10	833
clump416	10	834
clump417	10	835
clump418	10	836
clump419	10	845
clump420	10	917
clump421	10	981
clump422	10	982
clump423	10	983
clump424	10	984
clump425	10	985
clump426	10	986
clump427	10	1012
clump428	10	1013
clump429	11	12
clump430	11	13
clump431	11	17
clump432	11	18
clump433	11	59
clump434	11	60
clump435	11	263
clump436	11	379
clump437	11	460
clump438	11	469
clump439	11	470
clump440	11	471
clump441	11	472
clump442	11	495
clump443	11	523
clump444	11	526
clump445	11	529
clump446	11	531
clump447	11	532
clump448	11	533
clump449	11	534
clump450	11	535
clump451	11	536
clump452	11	537
clump453	11	538
clump454	11	539
clump455	11	543
clump456	11	550
clump457	11	551
clump458	11	552
clump459	11	553
clump460	11	554
clump461	11	555
clump462	11	556
clump463	11	609
clump464	11	610
clump465	11	819
clump466	11	865
clump467	11	866
clump468	11	867
clump469	11	907
clump470	11	908
clump471	11	909
clump472	11	910
clump473	11	1000
clump474	11	1001
clump475	11	1002
clump476	11	1004
clump477	11	1074
clump478	12	102
clump479	12	115
clump480	12	116
clump481	12	119
clump482	12	386
clump483	12	387
clump484	12	388
clump485	12	389
clump486	12	390
clump487	12	396
clump488	12	397
clump489	12	425
clump490	12	426
clump491	12	427
clump492	12	519
clump493	12	520
clump494	12	721
clump495	12	736
clump496	12	819
clump497	12	820
clump498	12	821
clump499	12	822
clump500	12	916
clump501	12	917
clump502	12	1064
clump503	12	1065
clump504	13	407
clump505	13	408
clump506	13	409
clump507	13	411
clump508	13	589
clump509	13	590
clump510	13	591
clump511	13	592
clump512	13	593
clump513	13	735
clump514	13	736
clump515	13	882
clump516	13	883
clump517	14	186
clump518	14	295
clump519	14	296
clump520	14	297
clump521	14	303
clump522	14	305
clump523	14	425
clump524	14	426
clump525	14	427
clump526	14	486
clump527	14	487
clump528	14	488
clump529	14	489
clump530	14	490
clump531	14	491
clump532	14	492
clump533	14	493
clump534	14	551
clump535	14	552
clump536	14	553
clump537	14	565
clump538	14	566
clump539	14	568
clump540	14	733
clump541	14	758
clump542	15	266
clump543	15	326
clump544	15	327
clump545	15	328
clump546	15	447
clump547	15	451
clump548	15	452
clump549	15	532
clump550	15	533
clump551	15	534
clump552	15	535
clump553	15	565
clump554	15	722
clump555	15	793
clump556	16	39
clump557	16	435
clump558	16	437
clump559	16	461
clump560	16	539
clump561	16	572
clump562	16	638
clump563	16	639
clump564	16	657
clump565	16	680
clump566	17	3
clump567	17	4
clump568	17	5
clump569	17	60
clump570	17	61
clump571	17	62
clump572	17	63
clump573	17	99
clump574	17	100
clump575	17	140
clump576	17	141
clump577	17	142
clump578	17	240
clump579	17	287
clump580	17	288
clump581	17	289
clump582	17	290
clump583	17	291
clump584	17	367
clump585	17	369
clump586	17	370
clump587	17	371
clump588	17	372
clump589	17	373
clump590	17	374
clump591	17	375
clump592	17	377
clump593	17	378
clump594	17	379
clump595	17	380
clump596	17	381
clump597	17	451
clump598	17	452
clump599	17	457
clump600	17	552
clump601	17	553
clump602	18	414
clump603	18	415
clump604	18	425
clump605	18	426
clump606	18	428
clump607	18	453
clump608	18	487
clump609	18	584
clump610	18	596
clump611	18	613
clump612	18	614
clump613	18	615
clump614	18	616
clump615	19	137
clump616	19	257
clump617	19	306
clump618	19	308
clump619	19	309
clump620	19	310
clump621	19	311
clump622	19	335
clump623	19	336
clump624	19	385
clump625	19	400
clump626	19	410
clump627	19	411
clump628	20	87
clump629	20	203
clump630	20	250
clump631	20	251
clump632	20	270
clump633	20	271
clump634	20	272
clump635	20	395
clump636	20	396
clump637	20	419
clump638	20	468
clump639	20	487
clump640	20	488
clump641	20	497
clump642	20	498
clump643	20	499
clump644	21	131
clump645	21	284
clump646	21	322
clump647	21	342
clump648	21	343
clump649	22	157
clump650	22	158
clump651	22	226
clump652	22	227
clump653	22	228
clump654	22	229
clump655	22	230
clump656	22	231
clump657	22	232
clump658	22	233
clump659	22	234
clump660	22	235
clump661	22	243
clump662	22	310
clump663	22	311
clump664	22	312
clump665	22	313
clump666	22	323
clump667	22	324
clump668	22	325
clump669	22	326
clump670	22	327
clump671	22	328
clump672	22	345
clump673	22	346
clump674	22	347
clump675	22	348
clump676	22	365
clump677	23	70
clump678	23	78
clump679	23	90
clump680	23	91
clump681	23	92
clump682	23	247
clump683	23	396
clump684	23	397
clump685	23	405
clump686	23	406
clump687	23	407
clump688	23	408
clump689	23	409
clump690	23	410
clump691	23	411
clump692	23	412
clump693	23	413
clump694	23	414
clump695	23	415
clump696	23	416
clump697	23	420
clump698	23	421
clump699	23	422
clump700	23	423
clump701	23	424
clump702	23	425
clump703	23	524
clump704	23	525
clump705	23	526
clump706	23	528
clump707	23	532
clump708	23	533
clump709	23	534
clump710	23	535
clump711	23	536
clump712	23	537
clump713	23	538
clump714	23	557
clump715	23	558
clump716	23	559
clump717	23	560
clump718	23	561
clump719	23	562
clump720	23	563
clump721	23	996
