	CHR	ChromosomePatch
clump232	1	625
clump233	1	626
clump234	1	627
clump235	1	628
clump236	1	630
clump237	1	632
clump238	1	633
clump239	1	634
clump240	1	642
clump241	1	646
clump242	1	647
clump243	1	650
clump244	1	652
clump245	1	654
clump246	1	655
clump247	1	661
clump248	1	662
clump249	1	663
clump250	1	664
clump251	1	665
clump252	1	669
clump253	1	670
clump254	1	682
clump255	1	683
clump256	1	685
clump257	1	686
clump258	1	687
clump259	1	701
clump260	1	705
clump261	1	707
clump262	1	708
clump263	1	719
clump264	1	723
clump265	1	724
clump266	1	728
clump267	1	729
clump268	1	733
clump269	1	734
clump270	1	742
clump271	1	746
clump272	1	747
clump273	1	748
clump274	1	749
clump275	1	753
clump276	1	756
clump277	1	760
clump278	1	761
clump279	1	762
clump280	1	765
clump281	1	767
clump282	1	768
clump283	1	771
clump284	1	772
clump285	1	780
clump286	1	781
clump287	1	782
clump288	1	783
clump289	1	784
clump290	1	785
clump291	1	791
clump292	1	793
clump293	1	796
clump294	1	799
clump295	1	808
clump296	1	812
clump297	1	817
clump298	1	819
clump299	1	820
clump300	1	825
clump301	1	829
clump302	1	840
clump303	1	848
clump304	1	857
clump305	1	861
clump306	1	862
clump307	1	864
clump308	1	865
clump309	1	870
clump310	1	871
clump311	1	872
clump312	1	874
clump313	1	877
clump314	1	889
clump315	1	890
clump316	1	895
clump317	1	896
clump318	1	897
clump319	1	898
clump320	1	902
clump321	1	904
clump322	1	905
clump323	1	908
clump324	1	912
clump325	1	913
clump326	1	914
clump327	1	915
clump328	1	919
clump329	1	920
clump330	1	921
clump331	1	922
clump332	1	924
clump333	1	925
clump334	1	930
clump335	1	938
clump336	1	939
clump337	1	941
clump338	1	942
clump339	1	943
clump340	1	944
clump341	1	947
clump342	1	950
clump343	1	959
clump344	1	960
clump345	1	963
clump346	1	965
clump347	1	970
clump348	1	971
clump349	1	1140
clump350	1	1141
clump351	1	1150
clump352	1	1151
clump353	1	1152
clump354	1	1159
clump355	1	1162
clump356	1	1163
clump357	1	1164
clump358	1	1165
clump359	1	1173
clump360	1	1192
clump361	1	1193
clump362	1	1197
clump363	1	1198
clump364	1	1199
clump365	1	1200
clump366	1	1201
clump367	1	1202
clump368	1	1203
clump369	1	1204
clump370	1	1205
clump371	1	1206
clump372	1	1207
clump373	1	1208
clump374	1	1209
clump375	1	1210
clump376	1	1211
clump377	1	1212
clump378	1	1213
clump379	1	1214
clump380	1	1216
clump381	1	1218
clump382	1	1226
clump383	1	1227
clump384	1	1228
clump385	1	1229
clump386	1	1230
clump387	1	1231
clump388	1	1232
clump389	1	1233
clump390	1	1234
clump391	1	1235
clump392	1	1237
clump393	1	1238
clump394	1	1239
clump395	1	1240
clump396	1	1241
clump397	1	1242
clump398	1	1243
clump399	1	1244
clump400	1	1245
clump401	1	1246
clump402	1	1247
clump403	1	1248
clump404	1	1249
clump405	1	1250
clump406	1	1252
clump407	1	1253
clump408	1	1254
clump409	1	1255
clump410	1	1256
clump411	1	1257
clump412	1	1263
clump413	1	1264
clump414	1	1270
clump415	1	1277
clump416	1	1279
clump417	1	1280
clump418	1	1282
clump419	1	1284
clump420	1	1285
clump421	1	1292
clump422	1	1293
clump423	1	1296
clump424	1	1298
clump425	1	1300
clump426	1	1303
clump427	1	1304
clump428	1	1305
clump429	1	1306
clump430	1	1309
clump431	1	1310
clump432	1	1311
clump433	1	1317
clump434	1	1318
clump435	1	1319
clump436	1	1321
clump437	1	1328
clump438	1	1329
clump439	1	1330
clump440	1	1332
clump441	1	1333
clump442	1	1334
clump443	1	1336
clump444	1	1337
clump445	1	1338
clump446	1	1339
clump447	1	1340
clump448	1	1341
clump449	1	1342
clump450	1	1351
clump451	1	1352
clump452	1	1353
clump453	1	1354
clump454	1	1355
clump455	1	1356
clump456	1	1362
clump457	1	1363
clump458	1	1364
clump459	1	1367
clump460	1	1369
clump461	1	1374
clump462	1	1375
clump463	1	1377
clump464	1	1378
clump465	1	1380
clump466	1	1386
clump467	1	1387
clump468	1	1390
clump469	1	1391
clump470	1	1392
clump471	1	1394
clump472	1	1399
clump473	1	1416
clump474	1	1418
clump475	1	1419
clump476	1	1422
clump477	1	1423
clump478	1	1424
clump479	1	1426
clump480	1	1428
clump481	1	1429
clump482	1	1431
clump483	1	1432
clump484	1	1435
clump485	1	1436
clump486	1	1437
clump487	1	1438
clump488	1	1439
clump489	1	1440
clump490	1	1449
clump491	1	1456
clump492	1	1457
clump493	1	1458
clump494	1	1460
clump495	1	1461
clump496	1	1463
clump497	1	1464
clump498	1	1468
clump499	1	1471
clump500	1	1472
clump501	1	1473
clump502	1	1474
clump503	1	1475
clump504	1	1476
clump505	1	1477
clump506	1	1478
clump507	1	1479
clump508	1	1480
clump509	1	1484
clump510	1	1490
clump511	1	1494
clump512	1	1495
clump513	1	1502
clump514	1	1514
clump515	1	1522
clump516	1	1527
clump517	1	1537
clump518	1	1539
clump519	1	1545
clump520	1	1546
clump521	1	1552
clump522	1	1568
clump523	1	1577
clump524	1	1578
clump525	1	1579
clump526	1	1580
clump527	1	1581
clump528	1	1582
clump529	1	1593
clump530	1	1597
clump531	1	1598
clump532	1	1599
clump533	1	1600
clump534	1	1602
clump535	1	1603
clump536	1	1604
clump537	1	1605
clump538	1	1606
clump539	1	1607
clump540	1	1608
clump541	1	1609
clump542	1	1612
clump543	1	1614
clump544	1	1617
clump545	1	1618
clump546	1	1619
clump547	1	1620
clump548	1	1621
clump549	1	1622
clump550	1	1625
clump551	1	1626
clump552	1	1628
clump553	1	1630
clump554	1	1632
clump555	1	1633
clump556	1	1634
clump557	1	1635
clump558	1	1636
clump559	1	1637
clump560	1	1638
clump561	1	1639
clump562	1	1642
clump563	1	1644
clump564	1	1645
clump565	1	1646
clump566	1	1647
clump567	1	1653
clump568	1	1659
clump569	1	1660
clump570	1	1661
clump571	1	1663
clump572	1	1665
clump573	1	1693
clump574	1	1695
clump575	1	1696
clump576	1	1697
clump577	1	1698
clump578	1	1700
clump579	1	1701
clump580	1	1704
clump581	1	1705
clump582	1	1706
clump583	1	1707
clump584	1	1710
clump585	1	1713
clump586	1	1720
clump587	1	1724
clump588	1	1726
clump589	1	1728
clump590	1	1738
clump591	1	1739
clump592	1	1740
clump593	1	1744
clump594	1	1746
clump595	1	1749
clump596	1	1750
clump597	1	1751
clump598	1	1752
clump599	1	1757
clump600	1	1758
clump601	1	1769
clump602	1	1777
clump603	1	1785
clump604	1	1786
clump605	1	1788
clump606	1	1790
clump607	1	1795
clump608	1	1799
clump609	1	1800
clump610	1	1802
clump611	1	1806
clump612	1	1807
clump613	1	1809
clump614	1	1810
clump615	1	1812
clump616	1	1814
clump617	1	1815
clump618	1	1816
clump619	1	1818
clump620	1	1819
clump621	1	1821
clump622	1	1824
clump623	1	1825
clump624	1	1826
clump625	1	1827
clump626	1	1834
clump627	1	1836
clump628	1	1837
clump629	1	1840
clump630	1	1844
clump631	1	1845
clump632	1	1846
clump633	1	1847
clump634	1	1850
clump635	1	1854
clump636	1	1858
clump637	1	1859
clump638	1	1860
clump639	1	1867
clump640	1	1868
clump641	1	1871
clump642	1	1872
clump643	1	1878
clump644	1	1887
clump645	1	1889
clump646	1	1890
clump647	1	1891
clump648	1	1892
clump649	1	1897
clump650	1	1898
clump651	1	1899
clump652	1	1903
clump653	1	1905
clump654	1	1907
clump655	1	1909
clump656	1	1911
clump657	1	1914
clump658	1	1916
clump659	1	1917
clump660	1	1921
clump661	1	1925
clump662	1	1926
clump663	1	1930
clump664	1	1931
clump665	1	1934
clump666	1	1936
clump667	1	1939
clump668	1	1941
clump669	1	1942
clump670	1	1943
clump671	1	1944
clump672	1	1952
clump673	1	1955
clump674	1	1956
clump675	1	1959
clump676	1	1960
clump677	1	1965
clump678	1	1966
clump679	1	1969
clump680	1	1970
clump681	1	1972
clump682	1	1974
clump683	1	1975
clump684	1	1976
clump685	1	1977
clump686	1	1978
clump687	1	1979
clump688	1	1983
clump689	1	1990
clump690	1	1992
clump691	2	1
clump692	2	3
clump693	2	7
clump694	2	9
clump695	2	11
clump696	2	14
clump697	2	15
clump698	2	19
clump699	2	20
clump700	2	22
clump701	2	23
clump702	2	26
clump703	2	27
clump704	2	28
clump705	2	30
clump706	2	31
clump707	2	35
clump708	2	37
clump709	2	39
clump710	2	42
clump711	2	44
clump712	2	47
clump713	2	48
clump714	2	50
clump715	2	68
clump716	2	69
clump717	2	71
clump718	2	72
clump719	2	75
clump720	2	76
clump721	2	77
clump722	2	78
clump723	2	80
clump724	2	81
clump725	2	84
clump726	2	85
clump727	2	86
clump728	2	87
clump729	2	88
clump730	2	90
clump731	2	91
clump732	2	92
clump733	2	106
clump734	2	109
clump735	2	112
clump736	2	127
clump737	2	128
clump738	2	132
clump739	2	133
clump740	2	141
clump741	2	142
clump742	2	143
clump743	2	144
clump744	2	145
clump745	2	151
clump746	2	155
clump747	2	156
clump748	2	157
clump749	2	159
clump750	2	160
clump751	2	164
clump752	2	166
clump753	2	167
clump754	2	168
clump755	2	169
clump756	2	172
clump757	2	174
clump758	2	175
clump759	2	182
clump760	2	184
clump761	2	191
clump762	2	192
clump763	2	194
clump764	2	204
clump765	2	211
clump766	2	212
clump767	2	213
clump768	2	217
clump769	2	222
clump770	2	223
clump771	2	224
clump772	2	225
clump773	2	226
clump774	2	227
clump775	2	230
clump776	2	231
clump777	2	232
clump778	2	233
clump779	2	234
clump780	2	235
clump781	2	240
clump782	2	241
clump783	2	243
clump784	2	248
clump785	2	255
clump786	2	266
clump787	2	274
clump788	2	277
clump789	2	282
clump790	2	288
clump791	2	289
clump792	2	291
clump793	2	292
clump794	2	295
clump795	2	296
clump796	2	297
clump797	2	298
clump798	2	301
clump799	2	302
clump800	2	303
clump801	2	306
clump802	2	314
clump803	2	316
clump804	2	319
clump805	2	322
clump806	2	329
clump807	2	330
clump808	2	334
clump809	2	337
clump810	2	338
clump811	2	339
clump812	2	340
clump813	2	341
clump814	2	342
clump815	2	343
clump816	2	344
clump817	2	345
clump818	2	346
clump819	2	347
clump820	2	348
clump821	2	349
clump822	2	350
clump823	2	351
clump824	2	352
clump825	2	353
clump826	2	355
clump827	2	356
clump828	2	363
clump829	2	367
clump830	2	368
clump831	2	373
clump832	2	375
clump833	2	377
clump834	2	378
clump835	2	379
clump836	2	380
clump837	2	381
clump838	2	383
clump839	2	386
clump840	2	387
clump841	2	389
clump842	2	391
clump843	2	394
clump844	2	396
clump845	2	397
clump846	2	398
clump847	2	399
clump848	2	402
clump849	2	411
clump850	2	412
clump851	2	416
clump852	2	419
clump853	2	422
clump854	2	423
clump855	2	425
clump856	2	427
clump857	2	430
clump858	2	431
clump859	2	434
clump860	2	437
clump861	2	438
clump862	2	439
clump863	2	440
clump864	2	441
clump865	2	442
clump866	2	443
clump867	2	447
clump868	2	449
clump869	2	451
clump870	2	452
clump871	2	453
clump872	2	462
clump873	2	463
clump874	2	464
clump875	2	465
clump876	2	466
clump877	2	467
clump878	2	468
clump879	2	473
clump880	2	479
clump881	2	480
clump882	2	488
clump883	2	492
clump884	2	495
clump885	2	496
clump886	2	497
clump887	2	498
clump888	2	499
clump889	2	500
clump890	2	501
clump891	2	502
clump892	2	503
clump893	2	504
clump894	2	505
clump895	2	506
clump896	2	507
clump897	2	508
clump898	2	509
clump899	2	510
clump900	2	511
clump901	2	512
clump902	2	513
clump903	2	514
clump904	2	515
clump905	2	516
clump906	2	518
clump907	2	519
clump908	2	520
clump909	2	524
clump910	2	529
clump911	2	530
clump912	2	531
clump913	2	532
clump914	2	533
clump915	2	534
clump916	2	537
clump917	2	538
clump918	2	539
clump919	2	540
clump920	2	545
clump921	2	549
clump922	2	552
clump923	2	553
clump924	2	554
clump925	2	564
clump926	2	577
clump927	2	578
clump928	2	587
clump929	2	590
clump930	2	592
clump931	2	594
clump932	2	596
clump933	2	605
clump934	2	606
clump935	2	609
clump936	2	610
clump937	2	613
clump938	2	617
clump939	2	618
clump940	2	619
clump941	2	626
clump942	2	630
clump943	2	631
clump944	2	632
clump945	2	635
clump946	2	636
clump947	2	642
clump948	2	643
clump949	2	649
clump950	2	660
clump951	2	663
clump952	2	665
clump953	2	667
clump954	2	671
clump955	2	672
clump956	2	675
clump957	2	681
clump958	2	684
clump959	2	685
clump960	2	686
clump961	2	687
clump962	2	690
clump963	2	708
clump964	2	709
clump965	2	713
clump966	2	734
clump967	2	767
clump968	2	768
clump969	2	777
clump970	2	782
clump971	2	790
clump972	2	801
clump973	2	802
clump974	2	820
clump975	2	821
clump976	2	823
clump977	2	835
clump978	2	840
clump979	2	846
clump980	2	848
clump981	2	851
clump982	2	856
clump983	2	857
clump984	2	861
clump985	2	863
clump986	2	865
clump987	2	866
clump988	2	869
clump989	2	870
clump990	2	874
clump991	2	875
clump992	2	876
clump993	2	878
clump994	2	880
clump995	2	882
clump996	2	883
clump997	2	886
clump998	2	887
clump999	2	891
clump1000	2	892
clump1001	2	893
clump1002	2	894
clump1003	2	895
clump1004	2	899
clump1005	2	901
clump1006	2	902
clump1007	2	905
clump1008	2	906
clump1009	2	907
clump1010	2	911
clump1011	2	919
clump1012	2	932
clump1013	2	934
clump1014	2	938
clump1015	2	944
clump1016	2	960
clump1017	2	961
clump1018	2	962
clump1019	2	966
clump1020	2	968
clump1021	2	969
clump1022	2	970
clump1023	2	971
clump1024	2	974
clump1025	2	978
clump1026	2	979
clump1027	2	981
clump1028	2	982
clump1029	2	991
clump1030	2	992
clump1031	2	997
clump1032	2	998
clump1033	2	1003
clump1034	2	1006
clump1035	2	1007
clump1036	2	1011
clump1037	2	1015
clump1038	2	1019
clump1039	2	1023
clump1040	2	1025
clump1041	2	1026
clump1042	2	1036
clump1043	2	1037
clump1044	2	1040
clump1045	2	1042
clump1046	2	1043
clump1047	2	1044
clump1048	2	1047
clump1049	2	1048
clump1050	2	1049
clump1051	2	1050
clump1052	2	1066
clump1053	2	1071
clump1054	2	1073
clump1055	2	1074
clump1056	2	1075
clump1057	2	1076
clump1058	2	1105
clump1059	2	1107
clump1060	2	1113
clump1061	2	1114
clump1062	2	1115
clump1063	2	1130
clump1064	2	1133
clump1065	2	1135
clump1066	2	1139
clump1067	2	1140
clump1068	2	1145
clump1069	2	1149
clump1070	2	1154
clump1071	2	1155
clump1072	2	1156
clump1073	2	1160
clump1074	2	1164
clump1075	2	1165
clump1076	2	1166
clump1077	2	1170
clump1078	2	1176
clump1079	2	1180
clump1080	2	1181
clump1081	2	1182
clump1082	2	1185
clump1083	2	1187
clump1084	2	1188
clump1085	2	1189
clump1086	2	1190
clump1087	2	1191
clump1088	2	1199
clump1089	2	1202
clump1090	2	1203
clump1091	2	1204
clump1092	2	1208
clump1093	2	1209
clump1094	2	1210
clump1095	2	1217
clump1096	2	1218
clump1097	2	1219
clump1098	2	1220
clump1099	2	1226
clump1100	2	1228
clump1101	2	1231
clump1102	2	1233
clump1103	2	1235
clump1104	2	1242
clump1105	2	1243
clump1106	2	1247
clump1107	2	1258
clump1108	2	1259
clump1109	2	1262
clump1110	2	1263
clump1111	2	1266
clump1112	2	1269
clump1113	2	1278
clump1114	2	1287
clump1115	2	1297
clump1116	2	1298
clump1117	2	1302
clump1118	2	1303
clump1119	2	1306
clump1120	2	1307
clump1121	2	1308
clump1122	2	1310
clump1123	2	1311
clump1124	2	1314
clump1125	2	1317
clump1126	2	1321
clump1127	2	1330
clump1128	2	1331
clump1129	2	1332
clump1130	2	1333
clump1131	2	1334
clump1132	2	1335
clump1133	2	1336
clump1134	2	1340
clump1135	2	1341
clump1136	2	1343
clump1137	2	1345
clump1138	2	1346
clump1139	2	1348
clump1140	2	1350
clump1141	2	1351
clump1142	2	1352
clump1143	2	1353
clump1144	2	1354
clump1145	2	1356
clump1146	2	1359
clump1147	2	1361
clump1148	2	1363
clump1149	2	1364
clump1150	2	1365
clump1151	2	1367
clump1152	2	1371
clump1153	2	1373
clump1154	2	1378
clump1155	2	1383
clump1156	2	1384
clump1157	2	1385
clump1158	2	1386
clump1159	2	1387
clump1160	2	1388
clump1161	2	1389
clump1162	2	1390
clump1163	2	1391
clump1164	2	1393
clump1165	2	1396
clump1166	2	1397
clump1167	2	1398
clump1168	2	1401
clump1169	2	1402
clump1170	2	1403
clump1171	2	1404
clump1172	2	1406
clump1173	2	1413
clump1174	2	1414
clump1175	2	1415
clump1176	2	1416
clump1177	2	1419
clump1178	2	1423
clump1179	2	1426
clump1180	2	1429
clump1181	2	1439
clump1182	2	1442
clump1183	2	1444
clump1184	2	1445
clump1185	2	1446
clump1186	2	1447
clump1187	2	1448
clump1188	2	1449
clump1189	2	1450
clump1190	2	1452
clump1191	2	1456
clump1192	2	1458
clump1193	2	1459
clump1194	2	1462
clump1195	2	1464
clump1196	2	1465
clump1197	2	1468
clump1198	2	1469
clump1199	2	1474
clump1200	2	1475
clump1201	2	1476
clump1202	2	1480
clump1203	2	1486
clump1204	2	1487
clump1205	2	1502
clump1206	2	1503
clump1207	2	1504
clump1208	2	1507
clump1209	2	1508
clump1210	2	1515
clump1211	2	1520
clump1212	2	1522
clump1213	2	1530
clump1214	2	1531
clump1215	2	1532
clump1216	2	1533
clump1217	2	1534
clump1218	2	1536
clump1219	2	1541
clump1220	2	1544
clump1221	2	1559
clump1222	2	1565
clump1223	2	1566
clump1224	2	1571
clump1225	2	1576
clump1226	2	1582
clump1227	2	1583
clump1228	2	1584
clump1229	2	1595
clump1230	2	1599
clump1231	2	1600
clump1232	2	1601
clump1233	2	1603
clump1234	2	1607
clump1235	2	1609
clump1236	2	1610
clump1237	2	1611
clump1238	2	1612
clump1239	2	1613
clump1240	2	1614
clump1241	2	1615
clump1242	2	1616
clump1243	2	1617
clump1244	2	1618
clump1245	2	1619
clump1246	2	1620
clump1247	2	1625
clump1248	2	1627
clump1249	2	1629
clump1250	2	1631
clump1251	2	1632
clump1252	2	1633
clump1253	2	1635
clump1254	2	1646
clump1255	2	1651
clump1256	2	1658
clump1257	2	1661
clump1258	2	1664
clump1259	2	1665
clump1260	2	1666
clump1261	2	1667
clump1262	2	1668
clump1263	2	1670
clump1264	2	1678
clump1265	2	1681
clump1266	2	1684
clump1267	2	1685
clump1268	2	1686
clump1269	2	1697
clump1270	2	1707
clump1271	2	1710
clump1272	2	1711
clump1273	2	1712
clump1274	2	1713
clump1275	2	1714
clump1276	2	1715
clump1277	2	1716
clump1278	2	1717
clump1279	2	1718
clump1280	2	1719
clump1281	2	1720
clump1282	2	1728
clump1283	2	1736
clump1284	2	1737
clump1285	2	1739
clump1286	2	1740
clump1287	2	1743
clump1288	2	1744
clump1289	2	1746
clump1290	2	1747
clump1291	2	1749
clump1292	2	1750
clump1293	2	1753
clump1294	2	1757
clump1295	2	1759
clump1296	2	1770
clump1297	2	1776
clump1298	2	1778
clump1299	2	1782
clump1300	2	1787
clump1301	2	1791
clump1302	2	1799
clump1303	2	1804
clump1304	2	1811
clump1305	2	1813
clump1306	2	1814
clump1307	2	1815
clump1308	2	1820
clump1309	2	1822
clump1310	2	1823
clump1311	2	1825
clump1312	2	1826
clump1313	2	1828
clump1314	2	1831
clump1315	2	1839
clump1316	2	1841
clump1317	2	1843
clump1318	2	1847
clump1319	2	1855
clump1320	2	1856
clump1321	2	1857
clump1322	2	1858
clump1323	2	1859
clump1324	2	1862
clump1325	2	1868
clump1326	2	1869
clump1327	2	1870
clump1328	2	1871
clump1329	2	1875
clump1330	2	1877
clump1331	2	1880
clump1332	2	1884
clump1333	2	1886
clump1334	2	1887
clump1335	2	1900
clump1336	2	1901
clump1337	2	1904
clump1338	2	1905
clump1339	2	1906
clump1340	2	1907
clump1341	2	1908
clump1342	2	1909
clump1343	2	1910
clump1344	2	1913
clump1345	2	1916
clump1346	2	1920
clump1347	2	1925
clump1348	2	1926
clump1349	2	1929
clump1350	2	1930
clump1351	2	1931
clump1352	2	1932
clump1353	2	1933
clump1354	2	1934
clump1355	2	1935
clump1356	2	1936
clump1357	2	1937
clump1358	2	1938
clump1359	2	1939
clump1360	2	1940
clump1361	2	1941
clump1362	2	1943
clump1363	3	2
clump1364	3	5
clump1365	3	6
clump1366	3	9
clump1367	3	10
clump1368	3	12
clump1369	3	13
clump1370	3	15
clump1371	3	16
clump1372	3	19
clump1373	3	21
clump1374	3	22
clump1375	3	24
clump1376	3	26
clump1377	3	30
clump1378	3	35
clump1379	3	36
clump1380	3	39
clump1381	3	41
clump1382	3	49
clump1383	3	58
clump1384	3	59
clump1385	3	60
clump1386	3	68
clump1387	3	69
clump1388	3	71
clump1389	3	72
clump1390	3	75
clump1391	3	76
clump1392	3	77
clump1393	3	84
clump1394	3	88
clump1395	3	91
clump1396	3	92
clump1397	3	95
clump1398	3	97
clump1399	3	98
clump1400	3	102
clump1401	3	103
clump1402	3	109
clump1403	3	117
clump1404	3	119
clump1405	3	124
clump1406	3	125
clump1407	3	126
clump1408	3	132
clump1409	3	133
clump1410	3	137
clump1411	3	141
clump1412	3	142
clump1413	3	143
clump1414	3	144
clump1415	3	145
clump1416	3	146
clump1417	3	147
clump1418	3	148
clump1419	3	149
clump1420	3	150
clump1421	3	155
clump1422	3	156
clump1423	3	157
clump1424	3	162
clump1425	3	165
clump1426	3	166
clump1427	3	167
clump1428	3	169
clump1429	3	172
clump1430	3	175
clump1431	3	177
clump1432	3	180
clump1433	3	181
clump1434	3	182
clump1435	3	183
clump1436	3	184
clump1437	3	185
clump1438	3	186
clump1439	3	187
clump1440	3	188
clump1441	3	189
clump1442	3	191
clump1443	3	192
clump1444	3	197
clump1445	3	198
clump1446	3	204
clump1447	3	207
clump1448	3	212
clump1449	3	216
clump1450	3	220
clump1451	3	222
clump1452	3	224
clump1453	3	230
clump1454	3	231
clump1455	3	232
clump1456	3	233
clump1457	3	241
clump1458	3	244
clump1459	3	245
clump1460	3	251
clump1461	3	253
clump1462	3	262
clump1463	3	266
clump1464	3	271
clump1465	3	275
clump1466	3	283
clump1467	3	284
clump1468	3	285
clump1469	3	295
clump1470	3	296
clump1471	3	298
clump1472	3	299
clump1473	3	301
clump1474	3	302
clump1475	3	303
clump1476	3	307
clump1477	3	312
clump1478	3	317
clump1479	3	319
clump1480	3	331
clump1481	3	332
clump1482	3	340
clump1483	3	342
clump1484	3	346
clump1485	3	348
clump1486	3	349
clump1487	3	350
clump1488	3	351
clump1489	3	352
clump1490	3	361
clump1491	3	363
clump1492	3	365
clump1493	3	367
clump1494	3	374
clump1495	3	378
clump1496	3	379
clump1497	3	381
clump1498	3	382
clump1499	3	383
clump1500	3	384
clump1501	3	385
clump1502	3	386
clump1503	3	387
clump1504	3	388
clump1505	3	389
clump1506	3	390
clump1507	3	391
clump1508	3	392
clump1509	3	393
clump1510	3	394
clump1511	3	395
clump1512	3	396
clump1513	3	397
clump1514	3	398
clump1515	3	399
clump1516	3	400
clump1517	3	401
clump1518	3	402
clump1519	3	404
clump1520	3	405
clump1521	3	408
clump1522	3	421
clump1523	3	423
clump1524	3	433
clump1525	3	435
clump1526	3	436
clump1527	3	438
clump1528	3	448
clump1529	3	451
clump1530	3	455
clump1531	3	456
clump1532	3	459
clump1533	3	460
clump1534	3	461
clump1535	3	464
clump1536	3	468
clump1537	3	471
clump1538	3	476
clump1539	3	477
clump1540	3	478
clump1541	3	483
clump1542	3	485
clump1543	3	486
clump1544	3	487
clump1545	3	490
clump1546	3	494
clump1547	3	495
clump1548	3	496
clump1549	3	500
clump1550	3	502
clump1551	3	504
clump1552	3	509
clump1553	3	516
clump1554	3	519
clump1555	3	520
clump1556	3	528
clump1557	3	531
clump1558	3	534
clump1559	3	535
clump1560	3	536
clump1561	3	538
clump1562	3	543
clump1563	3	547
clump1564	3	548
clump1565	3	551
clump1566	3	561
clump1567	3	562
clump1568	3	563
clump1569	3	565
clump1570	3	566
clump1571	3	567
clump1572	3	568
clump1573	3	569
clump1574	3	570
clump1575	3	571
clump1576	3	572
clump1577	3	573
clump1578	3	576
clump1579	3	579
clump1580	3	580
clump1581	3	581
clump1582	3	582
clump1583	3	587
clump1584	3	588
clump1585	3	589
clump1586	3	590
clump1587	3	592
clump1588	3	594
