	CHR	ChromosomePatch
clump127	1	1244
clump128	1	1245
clump129	1	1246
clump130	1	1247
clump131	1	1248
clump132	1	1249
clump133	1	1253
clump134	1	1255
clump135	1	1256
clump136	1	1257
clump137	1	1277
clump138	1	1280
clump139	1	1292
clump140	1	1304
clump141	1	1305
clump142	1	1306
clump143	1	1317
clump144	1	1318
clump145	1	1319
clump146	1	1334
clump147	1	1336
clump148	1	1337
clump149	1	1338
clump150	1	1339
clump151	1	1341
clump152	1	1352
clump153	1	1353
clump154	1	1386
clump155	1	1394
clump156	1	1418
clump157	1	1424
clump158	1	1431
clump159	1	1432
clump160	1	1435
clump161	1	1436
clump162	1	1437
clump163	1	1438
clump164	1	1439
clump165	1	1440
clump166	1	1457
clump167	1	1460
clump168	1	1463
clump169	1	1464
clump170	1	1472
clump171	1	1473
clump172	1	1474
clump173	1	1475
clump174	1	1537
clump175	1	1598
clump176	1	1599
clump177	1	1600
clump178	1	1602
clump179	1	1603
clump180	1	1604
clump181	1	1605
clump182	1	1606
clump183	1	1607
clump184	1	1608
clump185	1	1619
clump186	1	1632
clump187	1	1634
clump188	1	1635
clump189	1	1636
clump190	1	1638
clump191	1	1644
clump192	1	1645
clump193	1	1646
clump194	1	1647
clump195	1	1697
clump196	1	1698
clump197	1	1707
clump198	1	1750
clump199	1	1752
clump200	1	1786
clump201	1	1816
clump202	1	1824
clump203	1	1825
clump204	1	1826
clump205	1	1827
clump206	1	1836
clump207	1	1868
clump208	1	1891
clump209	1	1921
clump210	1	1934
clump211	1	1975
clump212	1	1977
clump213	1	1978
clump214	1	1979
clump215	2	3
clump216	2	7
clump217	2	68
clump218	2	69
clump219	2	80
clump220	2	81
clump221	2	85
clump222	2	86
clump223	2	87
clump224	2	90
clump225	2	127
clump226	2	128
clump227	2	143
clump228	2	145
clump229	2	167
clump230	2	168
clump231	2	191
clump232	2	213
clump233	2	222
clump234	2	223
clump235	2	224
clump236	2	225
clump237	2	227
clump238	2	230
clump239	2	266
clump240	2	292
clump241	2	297
clump242	2	298
clump243	2	303
clump244	2	338
clump245	2	341
clump246	2	342
clump247	2	343
clump248	2	344
clump249	2	345
clump250	2	346
clump251	2	347
clump252	2	348
clump253	2	349
clump254	2	350
clump255	2	351
clump256	2	373
clump257	2	379
clump258	2	422
clump259	2	453
clump260	2	462
clump261	2	463
clump262	2	464
clump263	2	466
clump264	2	467
clump265	2	501
clump266	2	502
clump267	2	503
clump268	2	504
clump269	2	505
clump270	2	506
clump271	2	507
clump272	2	508
clump273	2	509
clump274	2	510
clump275	2	511
clump276	2	512
clump277	2	513
clump278	2	514
clump279	2	515
clump280	2	519
clump281	2	520
clump282	2	531
clump283	2	532
clump284	2	533
clump285	2	538
clump286	2	553
clump287	2	554
clump288	2	577
clump289	2	578
clump290	2	605
clump291	2	671
clump292	2	684
clump293	2	685
clump294	2	686
clump295	2	687
clump296	2	713
clump297	2	801
clump298	2	802
clump299	2	857
clump300	2	869
clump301	2	876
clump302	2	894
clump303	2	895
clump304	2	906
clump305	2	907
clump306	2	932
clump307	2	961
clump308	2	968
clump309	2	969
clump310	2	970
clump311	2	971
clump312	2	982
clump313	2	1044
clump314	2	1048
clump315	2	1073
clump316	2	1074
clump317	2	1076
clump318	2	1154
clump319	2	1156
clump320	2	1187
clump321	2	1188
clump322	2	1189
clump323	2	1190
clump324	2	1217
clump325	2	1218
clump326	2	1219
clump327	2	1233
clump328	2	1243
clump329	2	1278
clump330	2	1307
clump331	2	1334
clump332	2	1335
clump333	2	1336
clump334	2	1340
clump335	2	1351
clump336	2	1352
clump337	2	1353
clump338	2	1354
clump339	2	1359
clump340	2	1385
clump341	2	1386
clump342	2	1387
clump343	2	1388
clump344	2	1389
clump345	2	1390
clump346	2	1391
clump347	2	1393
clump348	2	1396
clump349	2	1397
clump350	2	1415
clump351	2	1447
clump352	2	1448
clump353	2	1449
clump354	2	1450
clump355	2	1459
clump356	2	1465
clump357	2	1530
clump358	2	1582
clump359	2	1583
clump360	2	1584
clump361	2	1600
clump362	2	1612
clump363	2	1613
clump364	2	1615
clump365	2	1616
clump366	2	1617
clump367	2	1618
clump368	2	1619
clump369	2	1664
clump370	2	1665
clump371	2	1666
clump372	2	1697
clump373	2	1707
clump374	2	1711
clump375	2	1712
clump376	2	1719
clump377	2	1728
clump378	2	1747
clump379	2	1841
clump380	2	1843
clump381	2	1859
clump382	2	1868
clump383	2	1884
clump384	2	1886
clump385	2	1906
clump386	2	1907
clump387	2	1908
clump388	2	1909
clump389	2	1920
clump390	2	1929
clump391	2	1930
clump392	2	1931
clump393	2	1932
clump394	2	1933
clump395	2	1934
clump396	2	1935
clump397	2	1936
clump398	2	1937
clump399	2	1938
clump400	2	1939
clump401	2	1940
clump402	2	1941
clump403	3	12
clump404	3	58
clump405	3	68
clump406	3	91
clump407	3	92
clump408	3	102
clump409	3	124
clump410	3	133
clump411	3	145
clump412	3	146
clump413	3	147
clump414	3	148
clump415	3	149
clump416	3	150
clump417	3	177
clump418	3	180
clump419	3	183
clump420	3	184
clump421	3	185
clump422	3	186
clump423	3	187
clump424	3	188
clump425	3	189
clump426	3	191
clump427	3	192
clump428	3	198
clump429	3	303
clump430	3	348
clump431	3	349
clump432	3	350
clump433	3	351
clump434	3	385
clump435	3	386
clump436	3	387
clump437	3	388
clump438	3	389
clump439	3	390
clump440	3	391
clump441	3	392
clump442	3	393
clump443	3	394
clump444	3	395
clump445	3	396
clump446	3	397
clump447	3	398
clump448	3	399
clump449	3	400
clump450	3	401
clump451	3	402
clump452	3	404
clump453	3	455
clump454	3	456
clump455	3	459
clump456	3	460
clump457	3	461
clump458	3	478
clump459	3	495
clump460	3	504
clump461	3	519
clump462	3	565
clump463	3	566
clump464	3	567
clump465	3	568
clump466	3	569
clump467	3	570
clump468	3	576
clump469	3	580
clump470	3	617
clump471	3	628
clump472	3	633
clump473	3	688
clump474	3	692
clump475	3	693
clump476	3	694
clump477	3	695
clump478	3	696
clump479	3	697
clump480	3	698
clump481	3	699
clump482	3	700
clump483	3	701
clump484	3	702
clump485	3	703
clump486	3	704
clump487	3	706
clump488	3	708
clump489	3	711
clump490	3	712
clump491	3	717
clump492	3	721
clump493	3	819
clump494	3	820
clump495	3	843
clump496	3	854
clump497	3	855
clump498	3	857
clump499	3	858
clump500	3	867
clump501	3	903
clump502	3	904
clump503	3	905
clump504	3	906
clump505	3	917
clump506	3	918
clump507	3	951
clump508	3	952
clump509	3	1014
clump510	3	1016
clump511	3	1020
clump512	3	1021
clump513	3	1022
clump514	3	1023
clump515	3	1024
clump516	3	1025
clump517	3	1026
clump518	3	1032
clump519	3	1034
clump520	3	1035
clump521	3	1036
clump522	3	1037
clump523	3	1055
clump524	3	1056
clump525	3	1071
clump526	3	1099
clump527	3	1100
clump528	3	1101
clump529	3	1111
clump530	3	1124
clump531	3	1125
clump532	3	1128
clump533	3	1129
clump534	3	1130
clump535	3	1131
clump536	3	1174
clump537	3	1178
clump538	3	1192
clump539	3	1193
clump540	3	1200
clump541	3	1203
clump542	3	1215
clump543	3	1216
clump544	3	1217
clump545	3	1221
clump546	3	1228
clump547	3	1229
clump548	3	1230
clump549	3	1231
clump550	3	1232
clump551	3	1241
clump552	3	1252
clump553	3	1253
clump554	3	1280
clump555	3	1281
clump556	3	1282
clump557	3	1283
clump558	3	1322
clump559	3	1323
clump560	3	1339
clump561	3	1352
clump562	3	1354
clump563	3	1355
clump564	3	1356
clump565	3	1357
clump566	3	1358
clump567	3	1359
clump568	3	1360
clump569	3	1361
clump570	3	1362
clump571	3	1363
clump572	3	1367
clump573	3	1377
clump574	3	1379
clump575	3	1382
clump576	3	1387
clump577	3	1408
clump578	3	1458
clump579	3	1460
clump580	3	1467
clump581	3	1469
clump582	3	1472
clump583	3	1474
clump584	3	1516
clump585	3	1523
clump586	4	4
clump587	4	5
clump588	4	18
clump589	4	30
clump590	4	129
clump591	4	304
clump592	4	315
clump593	4	316
clump594	4	317
clump595	4	320
clump596	4	321
clump597	4	322
clump598	4	340
clump599	4	374
clump600	4	437
clump601	4	459
clump602	4	471
clump603	4	472
clump604	4	508
clump605	4	558
clump606	4	560
clump607	4	561
clump608	4	562
clump609	4	586
clump610	4	587
clump611	4	589
clump612	4	590
clump613	4	591
clump614	4	592
clump615	4	593
clump616	4	594
clump617	4	595
clump618	4	596
clump619	4	597
clump620	4	620
clump621	4	621
clump622	4	624
clump623	4	626
clump624	4	637
clump625	4	677
clump626	4	686
clump627	4	718
clump628	4	719
clump629	4	720
clump630	4	728
clump631	4	734
clump632	4	758
clump633	4	759
clump634	4	760
clump635	4	761
clump636	4	762
clump637	4	763
clump638	4	764
clump639	4	773
clump640	4	825
clump641	4	826
clump642	4	840
clump643	4	843
clump644	4	844
clump645	4	845
clump646	4	846
clump647	4	847
clump648	4	848
clump649	4	849
clump650	4	850
clump651	4	851
clump652	4	852
clump653	4	853
clump654	4	854
clump655	4	862
clump656	4	866
clump657	4	867
clump658	4	870
clump659	4	886
clump660	4	891
clump661	4	935
clump662	4	937
clump663	4	942
clump664	4	943
clump665	4	1054
clump666	4	1061
clump667	4	1073
clump668	4	1074
clump669	4	1076
clump670	4	1123
clump671	4	1125
clump672	4	1127
clump673	4	1128
clump674	4	1160
clump675	4	1161
clump676	4	1162
clump677	4	1175
clump678	4	1176
clump679	4	1206
clump680	4	1211
clump681	4	1212
clump682	4	1214
clump683	4	1215
clump684	4	1216
clump685	4	1217
clump686	4	1236
clump687	4	1267
clump688	4	1325
clump689	4	1359
clump690	4	1360
clump691	4	1383
clump692	4	1397
clump693	4	1402
clump694	4	1403
clump695	4	1405
clump696	4	1422
clump697	4	1430
clump698	4	1433
clump699	4	1434
clump700	4	1452
clump701	4	1481
clump702	4	1494
clump703	5	0
clump704	5	9
clump705	5	10
clump706	5	11
clump707	5	12
clump708	5	13
clump709	5	14
clump710	5	15
clump711	5	16
clump712	5	21
clump713	5	22
clump714	5	30
clump715	5	113
clump716	5	114
clump717	5	115
clump718	5	135
clump719	5	137
clump720	5	146
clump721	5	206
clump722	5	257
clump723	5	293
clump724	5	302
clump725	5	320
clump726	5	327
clump727	5	345
clump728	5	346
clump729	5	354
clump730	5	355
clump731	5	356
clump732	5	357
clump733	5	359
clump734	5	415
clump735	5	416
clump736	5	421
clump737	5	427
clump738	5	428
clump739	5	448
clump740	5	449
clump741	5	450
clump742	5	456
clump743	5	512
clump744	5	526
clump745	5	528
clump746	5	536
clump747	5	538
clump748	5	587
clump749	5	615
clump750	5	623
clump751	5	757
clump752	5	764
clump753	5	765
clump754	5	781
clump755	5	782
clump756	5	784
clump757	5	787
clump758	5	794
clump759	5	795
clump760	5	887
clump761	5	890
clump762	5	891
clump763	5	912
clump764	5	918
clump765	5	951
clump766	5	1004
clump767	5	1052
clump768	5	1070
clump769	5	1071
clump770	5	1072
clump771	5	1073
clump772	5	1074
clump773	5	1113
clump774	5	1137
clump775	5	1183
clump776	5	1214
clump777	5	1247
clump778	5	1250
clump779	5	1275
clump780	5	1276
clump781	5	1285
clump782	5	1329
clump783	5	1345
clump784	5	1352
clump785	5	1353
clump786	5	1360
clump787	5	1375
clump788	5	1383
clump789	5	1412
clump790	5	1413
clump791	5	1421
clump792	5	1422
clump793	5	1423
clump794	5	1424
clump795	6	13
clump796	6	20
clump797	6	54
clump798	6	56
clump799	6	57
clump800	6	71
clump801	6	89
clump802	6	90
clump803	6	132
clump804	6	170
clump805	6	171
clump806	6	174
clump807	6	175
clump808	6	177
clump809	6	178
clump810	6	179
clump811	6	180
clump812	6	181
clump813	6	205
clump814	6	207
clump815	6	208
clump816	6	209
clump817	6	211
clump818	6	212
clump819	6	213
clump820	6	218
clump821	6	219
clump822	6	220
clump823	6	221
clump824	6	225
clump825	6	226
clump826	6	227
clump827	6	228
clump828	6	229
clump829	6	231
clump830	6	232
clump831	6	234
clump832	6	235
clump833	6	236
clump834	6	237
clump835	6	238
clump836	6	239
clump837	6	240
clump838	6	241
clump839	6	242
clump840	6	243
clump841	6	244
clump842	6	245
clump843	6	246
clump844	6	247
clump845	6	248
clump846	6	249
clump847	6	250
clump848	6	251
clump849	6	252
clump850	6	253
clump851	6	254
clump852	6	255
clump853	6	256
clump854	6	257
clump855	6	258
clump856	6	259
clump857	6	260
clump858	6	261
clump859	6	262
clump860	6	263
clump861	6	264
clump862	6	265
clump863	6	266
clump864	6	267
clump865	6	268
clump866	6	275
clump867	6	276
clump868	6	277
clump869	6	278
clump870	6	279
clump871	6	280
clump872	6	281
clump873	6	296
clump874	6	297
clump875	6	299
clump876	6	327
clump877	6	329
clump878	6	332
clump879	6	340
clump880	6	341
clump881	6	345
clump882	6	349
clump883	6	385
clump884	6	386
clump885	6	396
clump886	6	418
clump887	6	424
clump888	6	426
clump889	6	563
clump890	6	568
clump891	6	570
clump892	6	593
clump893	6	594
clump894	6	609
clump895	6	610
clump896	6	611
clump897	6	612
clump898	6	613
clump899	6	650
clump900	6	653
clump901	6	656
clump902	6	702
clump903	6	703
clump904	6	704
clump905	6	715
clump906	6	718
clump907	6	773
clump908	6	774
clump909	6	811
clump910	6	819
clump911	6	820
clump912	6	846
clump913	6	852
clump914	6	858
clump915	6	860
clump916	6	867
clump917	6	873
clump918	6	874
clump919	6	875
clump920	6	876
clump921	6	880
clump922	6	890
clump923	6	894
clump924	6	934
clump925	6	935
clump926	6	936
clump927	6	937
clump928	6	938
clump929	6	939
clump930	6	940
clump931	6	990
clump932	6	1042
clump933	6	1074
clump934	6	1108
clump935	6	1112
clump936	6	1118
clump937	6	1177
clump938	6	1217
clump939	6	1218
clump940	6	1220
clump941	6	1224
clump942	6	1226
clump943	6	1227
clump944	6	1228
clump945	6	1230
clump946	6	1232
clump947	6	1241
clump948	6	1253
clump949	6	1254
clump950	6	1267
clump951	6	1268
clump952	6	1269
clump953	6	1273
clump954	6	1279
clump955	6	1280
clump956	6	1281
clump957	6	1282
clump958	6	1283
clump959	6	1284
clump960	6	1285
clump961	6	1286
clump962	6	1287
clump963	6	1288
clump964	6	1289
clump965	6	1290
clump966	6	1291
clump967	6	1292
clump968	6	1309
clump969	6	1341
clump970	6	1348
clump971	6	1350
clump972	6	1354
clump973	6	1355
clump974	6	1365
clump975	7	6
clump976	7	7
clump977	7	14
clump978	7	15
clump979	7	16
clump980	7	17
clump981	7	24
clump982	7	42
clump983	7	46
clump984	7	51
clump985	7	75
clump986	7	81
clump987	7	133
clump988	7	145
clump989	7	151
clump990	7	152
clump991	7	162
clump992	7	163
clump993	7	165
clump994	7	166
clump995	7	167
clump996	7	168
clump997	7	169
clump998	7	170
clump999	7	171
clump1000	7	174
clump1001	7	183
clump1002	7	198
clump1003	7	199
clump1004	7	207
clump1005	7	208
clump1006	7	211
clump1007	7	212
clump1008	7	213
clump1009	7	215
clump1010	7	217
clump1011	7	218
clump1012	7	219
clump1013	7	220
clump1014	7	221
clump1015	7	222
clump1016	7	223
clump1017	7	224
clump1018	7	232
clump1019	7	290
clump1020	7	291
clump1021	7	292
clump1022	7	323
clump1023	7	326
clump1024	7	327
clump1025	7	335
clump1026	7	377
clump1027	7	379
clump1028	7	380
clump1029	7	381
clump1030	7	405
clump1031	7	406
clump1032	7	414
clump1033	7	422
clump1034	7	524
clump1035	7	545
clump1036	7	562
clump1037	7	582
clump1038	7	584
clump1039	7	595
clump1040	7	621
clump1041	7	634
clump1042	7	635
clump1043	7	636
clump1044	7	649
clump1045	7	651
clump1046	7	678
clump1047	7	740
clump1048	7	769
clump1049	7	777
clump1050	7	779
clump1051	7	780
clump1052	7	781
clump1053	7	782
clump1054	7	783
clump1055	7	784
clump1056	7	785
clump1057	7	786
clump1058	7	787
clump1059	7	793
clump1060	7	843
clump1061	7	861
clump1062	7	865
clump1063	7	880
clump1064	7	892
clump1065	7	919
clump1066	7	993
clump1067	7	995
clump1068	7	1016
clump1069	7	1110
clump1070	7	1114
clump1071	7	1117
clump1072	7	1146
clump1073	7	1149
clump1074	7	1154
clump1075	7	1159
clump1076	7	1180
clump1077	7	1217
clump1078	7	1228
clump1079	7	1269
clump1080	8	7
clump1081	8	32
clump1082	8	57
clump1083	8	67
clump1084	8	68
clump1085	8	73
clump1086	8	74
clump1087	8	81
clump1088	8	88
clump1089	8	89
clump1090	8	92
clump1091	8	94
clump1092	8	128
clump1093	8	141
clump1094	8	146
clump1095	8	154
clump1096	8	182
clump1097	8	183
clump1098	8	184
clump1099	8	185
clump1100	8	186
clump1101	8	187
clump1102	8	188
clump1103	8	191
clump1104	8	195
clump1105	8	206
clump1106	8	207
clump1107	8	208
clump1108	8	209
clump1109	8	215
clump1110	8	216
clump1111	8	225
clump1112	8	231
clump1113	8	306
clump1114	8	308
clump1115	8	309
clump1116	8	310
clump1117	8	378
clump1118	8	424
clump1119	8	462
clump1120	8	492
clump1121	8	493
clump1122	8	508
clump1123	8	552
clump1124	8	568
clump1125	8	572
clump1126	8	594
clump1127	8	602
clump1128	8	606
clump1129	8	643
clump1130	8	644
clump1131	8	648
clump1132	8	649
clump1133	8	677
clump1134	8	737
clump1135	8	738
clump1136	8	750
clump1137	8	753
clump1138	8	765
clump1139	8	770
clump1140	8	786
clump1141	8	793
clump1142	8	818
clump1143	8	819
clump1144	8	822
clump1145	8	823
clump1146	8	848
clump1147	8	850
clump1148	8	870
clump1149	8	871
clump1150	8	872
clump1151	8	873
clump1152	8	878
clump1153	8	928
clump1154	8	934
clump1155	8	936
clump1156	8	937
clump1157	8	938
clump1158	8	939
clump1159	8	940
clump1160	8	981
clump1161	8	989
clump1162	8	1011
clump1163	8	1014
clump1164	8	1017
clump1165	8	1018
clump1166	8	1019
clump1167	8	1020
clump1168	8	1021
clump1169	8	1022
clump1170	8	1023
clump1171	8	1024
clump1172	8	1025
clump1173	8	1026
clump1174	8	1027
clump1175	8	1028
clump1176	8	1029
clump1177	8	1030
clump1178	8	1031
clump1179	8	1039
clump1180	8	1041
clump1181	8	1042
clump1182	8	1044
clump1183	8	1045
clump1184	8	1046
clump1185	8	1050
clump1186	8	1051
clump1187	8	1054
clump1188	8	1068
clump1189	8	1076
clump1190	8	1077
clump1191	8	1082
clump1192	8	1111
clump1193	8	1158
clump1194	8	1159
clump1195	9	5
clump1196	9	7
clump1197	9	15
clump1198	9	21
clump1199	9	25
clump1200	9	26
clump1201	9	37
clump1202	9	49
clump1203	9	50
clump1204	9	51
clump1205	9	52
clump1206	9	83
clump1207	9	84
clump1208	9	90
clump1209	9	91
clump1210	9	110
clump1211	9	135
clump1212	9	140
clump1213	9	148
clump1214	9	151
clump1215	9	152
clump1216	9	153
clump1217	9	158
clump1218	9	160
clump1219	9	162
clump1220	9	175
clump1221	9	176
clump1222	9	179
clump1223	9	182
clump1224	9	187
clump1225	9	248
clump1226	9	269
clump1227	9	270
clump1228	9	271
clump1229	9	272
clump1230	9	273
clump1231	9	607
clump1232	9	633
clump1233	9	635
clump1234	9	652
clump1235	9	653
clump1236	9	656
clump1237	9	669
clump1238	9	693
clump1239	9	694
clump1240	9	695
clump1241	9	702
clump1242	9	710
clump1243	9	715
clump1244	9	727
clump1245	9	738
clump1246	9	779
clump1247	9	795
clump1248	9	796
clump1249	9	797
clump1250	9	798
clump1251	9	810
clump1252	9	825
clump1253	9	842
clump1254	9	872
clump1255	9	876
clump1256	9	877
clump1257	9	879
clump1258	9	881
clump1259	9	882
clump1260	9	885
clump1261	9	959
clump1262	9	963
clump1263	9	1013
clump1264	9	1031
clump1265	9	1042
clump1266	9	1043
clump1267	9	1044
clump1268	9	1060
clump1269	9	1061
clump1270	9	1098
clump1271	9	1115
clump1272	9	1117
clump1273	9	1121
clump1274	10	6
clump1275	10	7
clump1276	10	8
clump1277	10	20
clump1278	10	37
clump1279	10	38
clump1280	10	44
clump1281	10	45
clump1282	10	46
clump1283	10	60
clump1284	10	71
clump1285	10	97
clump1286	10	107
clump1287	10	108
clump1288	10	115
clump1289	10	141
clump1290	10	164
clump1291	10	170
clump1292	10	171
clump1293	10	173
clump1294	10	176
clump1295	10	181
clump1296	10	182
clump1297	10	187
clump1298	10	188
clump1299	10	190
clump1300	10	191
clump1301	10	192
clump1302	10	224
clump1303	10	225
clump1304	10	226
clump1305	10	234
clump1306	10	261
clump1307	10	361
clump1308	10	362
clump1309	10	363
clump1310	10	364
clump1311	10	365
clump1312	10	366
clump1313	10	367
clump1314	10	368
clump1315	10	369
clump1316	10	370
clump1317	10	372
clump1318	10	375
clump1319	10	376
clump1320	10	377
clump1321	10	380
clump1322	10	381
clump1323	10	387
clump1324	10	390
clump1325	10	393
clump1326	10	394
clump1327	10	395
clump1328	10	397
clump1329	10	407
clump1330	10	409
clump1331	10	410
clump1332	10	411
clump1333	10	412
clump1334	10	413
clump1335	10	414
clump1336	10	422
clump1337	10	477
clump1338	10	492
clump1339	10	493
clump1340	10	497
clump1341	10	498
clump1342	10	499
clump1343	10	500
clump1344	10	502
clump1345	10	504
clump1346	10	549
clump1347	10	572
clump1348	10	579
clump1349	10	618
clump1350	10	621
clump1351	10	629
clump1352	10	637
clump1353	10	640
clump1354	10	641
clump1355	10	642
clump1356	10	646
clump1357	10	653
clump1358	10	654
clump1359	10	691
clump1360	10	720
clump1361	10	721
clump1362	10	722
clump1363	10	745
clump1364	10	757
clump1365	10	764
clump1366	10	787
clump1367	10	833
clump1368	10	834
clump1369	10	835
clump1370	10	836
clump1371	10	837
clump1372	10	845
clump1373	10	849
clump1374	10	913
clump1375	10	917
clump1376	10	920
clump1377	10	936
clump1378	10	941
clump1379	10	943
clump1380	10	968
clump1381	10	974
clump1382	10	981
clump1383	10	982
clump1384	10	983
clump1385	10	984
clump1386	10	985
clump1387	10	986
clump1388	10	1010
clump1389	10	1012
clump1390	10	1013
clump1391	10	1015
clump1392	11	8
clump1393	11	11
clump1394	11	12
clump1395	11	13
clump1396	11	15
clump1397	11	16
clump1398	11	17
clump1399	11	18
clump1400	11	19
clump1401	11	20
clump1402	11	25
clump1403	11	28
clump1404	11	33
clump1405	11	34
clump1406	11	35
clump1407	11	37
clump1408	11	59
clump1409	11	60
clump1410	11	61
clump1411	11	71
clump1412	11	72
clump1413	11	74
clump1414	11	75
clump1415	11	76
clump1416	11	77
clump1417	11	101
clump1418	11	102
clump1419	11	104
clump1420	11	106
clump1421	11	111
clump1422	11	219
clump1423	11	220
clump1424	11	221
clump1425	11	259
clump1426	11	260
clump1427	11	263
clump1428	11	264
clump1429	11	276
clump1430	11	277
clump1431	11	346
clump1432	11	354
clump1433	11	377
clump1434	11	378
clump1435	11	379
clump1436	11	380
clump1437	11	381
clump1438	11	382
clump1439	11	383
clump1440	11	384
clump1441	11	385
clump1442	11	395
clump1443	11	442
clump1444	11	449
clump1445	11	452
clump1446	11	457
clump1447	11	458
clump1448	11	460
clump1449	11	463
clump1450	11	465
clump1451	11	467
clump1452	11	468
clump1453	11	469
clump1454	11	470
clump1455	11	471
clump1456	11	472
clump1457	11	486
clump1458	11	491
clump1459	11	495
clump1460	11	496
clump1461	11	506
clump1462	11	517
clump1463	11	523
clump1464	11	524
clump1465	11	525
clump1466	11	526
clump1467	11	527
clump1468	11	528
clump1469	11	529
clump1470	11	531
clump1471	11	532
clump1472	11	533
clump1473	11	534
clump1474	11	535
clump1475	11	536
clump1476	11	537
clump1477	11	538
clump1478	11	539
clump1479	11	540
clump1480	11	541
clump1481	11	543
clump1482	11	544
clump1483	11	547
clump1484	11	548
clump1485	11	549
clump1486	11	550
clump1487	11	551
clump1488	11	552
clump1489	11	553
clump1490	11	554
clump1491	11	555
clump1492	11	556
clump1493	11	564
clump1494	11	565
clump1495	11	572
clump1496	11	608
clump1497	11	609
clump1498	11	610
clump1499	11	611
clump1500	11	621
clump1501	11	643
clump1502	11	658
clump1503	11	667
clump1504	11	674
clump1505	11	687
clump1506	11	768
clump1507	11	812
clump1508	11	814
clump1509	11	819
clump1510	11	827
clump1511	11	829
clump1512	11	850
clump1513	11	852
clump1514	11	864
clump1515	11	865
clump1516	11	866
clump1517	11	867
clump1518	11	874
clump1519	11	892
clump1520	11	893
clump1521	11	894
clump1522	11	905
clump1523	11	906
clump1524	11	907
clump1525	11	908
clump1526	11	909
clump1527	11	910
clump1528	11	915
clump1529	11	928
clump1530	11	998
clump1531	11	1000
clump1532	11	1001
clump1533	11	1002
clump1534	11	1004
clump1535	11	1005
clump1536	11	1006
clump1537	11	1007
clump1538	11	1045
clump1539	11	1062
clump1540	11	1074
clump1541	12	13
clump1542	12	21
clump1543	12	24
clump1544	12	26
clump1545	12	33
clump1546	12	53
clump1547	12	54
clump1548	12	62
clump1549	12	71
clump1550	12	73
clump1551	12	97
clump1552	12	101
clump1553	12	102
clump1554	12	103
clump1555	12	115
clump1556	12	116
clump1557	12	118
clump1558	12	119
clump1559	12	134
clump1560	12	142
clump1561	12	161
clump1562	12	205
clump1563	12	216
clump1564	12	217
clump1565	12	248
clump1566	12	272
clump1567	12	372
clump1568	12	376
clump1569	12	385
clump1570	12	386
clump1571	12	387
clump1572	12	388
clump1573	12	389
clump1574	12	390
clump1575	12	391
clump1576	12	395
clump1577	12	396
clump1578	12	397
clump1579	12	398
clump1580	12	399
clump1581	12	405
clump1582	12	406
clump1583	12	407
clump1584	12	408
clump1585	12	409
clump1586	12	410
clump1587	12	421
clump1588	12	425
clump1589	12	426
clump1590	12	427
clump1591	12	490
clump1592	12	519
clump1593	12	520
clump1594	12	528
clump1595	12	531
clump1596	12	538
clump1597	12	588
clump1598	12	720
clump1599	12	721
clump1600	12	722
clump1601	12	723
clump1602	12	724
clump1603	12	736
clump1604	12	737
clump1605	12	742
clump1606	12	755
clump1607	12	768
clump1608	12	791
clump1609	12	810
clump1610	12	819
clump1611	12	820
clump1612	12	821
