	CHR	ChromosomePatch
clump357	11	866
clump358	11	907
clump359	11	908
clump360	11	909
clump361	11	910
clump362	11	1000
clump363	11	1001
clump364	11	1002
clump365	11	1074
clump366	12	102
clump367	12	115
clump368	12	386
clump369	12	387
clump370	12	388
clump371	12	389
clump372	12	396
clump373	12	397
clump374	12	425
clump375	12	426
clump376	12	427
clump377	12	519
clump378	12	520
clump379	12	721
clump380	12	819
clump381	12	820
clump382	12	916
clump383	12	917
clump384	12	1064
clump385	12	1065
clump386	13	407
clump387	13	408
clump388	13	589
clump389	13	590
clump390	13	591
clump391	13	592
clump392	13	593
clump393	13	882
clump394	13	883
clump395	14	186
clump396	14	295
clump397	14	296
clump398	14	297
clump399	14	305
clump400	14	425
clump401	14	426
clump402	14	427
clump403	14	487
clump404	14	488
clump405	14	489
clump406	14	490
clump407	14	491
clump408	14	492
clump409	14	551
clump410	14	552
clump411	14	553
clump412	14	566
clump413	14	568
clump414	15	326
clump415	15	327
clump416	15	328
clump417	15	451
clump418	15	532
clump419	15	533
clump420	15	534
clump421	15	565
clump422	16	435
clump423	16	437
clump424	16	461
clump425	16	638
clump426	16	657
clump427	17	3
clump428	17	4
clump429	17	5
clump430	17	60
clump431	17	62
clump432	17	63
clump433	17	99
clump434	17	100
clump435	17	240
clump436	17	288
clump437	17	289
clump438	17	291
clump439	17	367
clump440	17	369
clump441	17	370
clump442	17	371
clump443	17	372
clump444	17	373
clump445	17	374
clump446	17	375
clump447	17	377
clump448	17	378
clump449	17	379
clump450	17	380
clump451	17	451
clump452	17	552
clump453	17	553
clump454	18	414
clump455	18	453
clump456	18	487
clump457	18	584
clump458	18	613
clump459	18	614
clump460	18	616
clump461	19	137
clump462	19	257
clump463	19	308
clump464	19	309
clump465	19	310
clump466	19	311
clump467	19	335
clump468	19	336
clump469	19	410
clump470	19	411
clump471	20	271
clump472	20	272
clump473	20	395
clump474	20	396
clump475	20	419
clump476	20	497
clump477	20	498
clump478	20	499
clump479	21	322
clump480	21	342
clump481	21	343
clump482	22	157
clump483	22	158
clump484	22	226
clump485	22	227
clump486	22	228
clump487	22	229
clump488	22	230
clump489	22	231
clump490	22	232
clump491	22	234
clump492	22	310
clump493	22	311
clump494	22	312
clump495	22	313
clump496	22	323
clump497	22	324
clump498	22	328
clump499	22	345
clump500	22	346
clump501	22	347
clump502	22	348
clump503	22	365
clump504	23	78
clump505	23	90
clump506	23	91
clump507	23	247
clump508	23	405
clump509	23	406
clump510	23	407
clump511	23	408
clump512	23	409
clump513	23	410
clump514	23	411
clump515	23	412
clump516	23	413
clump517	23	414
clump518	23	415
clump519	23	416
clump520	23	420
clump521	23	421
clump522	23	422
clump523	23	423
clump524	23	424
clump525	23	532
clump526	23	533
clump527	23	534
clump528	23	535
clump529	23	536
clump530	23	559
clump531	23	560
clump532	23	561
clump533	23	562
clump534	23	563
