	CHR	ChromosomePatch
clump480	4	421
clump481	4	422
clump482	4	423
clump483	4	424
clump484	4	425
clump485	4	426
clump486	4	427
clump487	4	431
clump488	4	433
clump489	4	435
clump490	4	443
clump491	4	445
clump492	4	467
clump493	4	468
clump494	4	471
clump495	4	527
clump496	4	530
clump497	4	536
clump498	4	537
clump499	4	538
clump500	4	561
clump501	4	562
clump502	4	563
clump503	4	564
clump504	4	580
clump505	4	581
clump506	4	587
clump507	4	588
clump508	4	603
clump509	4	605
clump510	4	606
clump511	4	607
clump512	4	608
clump513	4	618
clump514	4	633
clump515	4	662
clump516	4	679
clump517	4	680
clump518	4	691
clump519	4	698
clump520	4	701
clump521	4	702
clump522	4	711
clump523	4	715
clump524	4	716
clump525	4	717
clump526	4	726
clump527	4	740
clump528	4	747
clump529	5	0
clump530	5	4
clump531	5	5
clump532	5	6
clump533	5	7
clump534	5	8
clump535	5	10
clump536	5	11
clump537	5	15
clump538	5	56
clump539	5	57
clump540	5	67
clump541	5	68
clump542	5	73
clump543	5	103
clump544	5	128
clump545	5	146
clump546	5	151
clump547	5	160
clump548	5	163
clump549	5	172
clump550	5	173
clump551	5	177
clump552	5	178
clump553	5	179
clump554	5	207
clump555	5	208
clump556	5	210
clump557	5	213
clump558	5	214
clump559	5	224
clump560	5	225
clump561	5	228
clump562	5	256
clump563	5	263
clump564	5	264
clump565	5	268
clump566	5	269
clump567	5	293
clump568	5	307
clump569	5	311
clump570	5	378
clump571	5	382
clump572	5	390
clump573	5	391
clump574	5	392
clump575	5	393
clump576	5	397
clump577	5	443
clump578	5	445
clump579	5	456
clump580	5	459
clump581	5	475
clump582	5	502
clump583	5	526
clump584	5	535
clump585	5	536
clump586	5	537
clump587	5	556
clump588	5	568
clump589	5	591
clump590	5	607
clump591	5	623
clump592	5	625
clump593	5	637
clump594	5	638
clump595	5	642
clump596	5	664
clump597	5	672
clump598	5	676
clump599	5	680
clump600	5	687
clump601	5	691
clump602	5	706
clump603	5	710
clump604	5	711
clump605	5	712
clump606	6	6
clump607	6	10
clump608	6	27
clump609	6	28
clump610	6	35
clump611	6	44
clump612	6	45
clump613	6	66
clump614	6	85
clump615	6	87
clump616	6	88
clump617	6	89
clump618	6	90
clump619	6	102
clump620	6	103
clump621	6	104
clump622	6	105
clump623	6	106
clump624	6	109
clump625	6	110
clump626	6	112
clump627	6	113
clump628	6	114
clump629	6	115
clump630	6	116
clump631	6	117
clump632	6	118
clump633	6	119
clump634	6	120
clump635	6	121
clump636	6	122
clump637	6	123
clump638	6	124
clump639	6	125
clump640	6	126
clump641	6	127
clump642	6	128
clump643	6	129
clump644	6	130
clump645	6	131
clump646	6	132
clump647	6	133
clump648	6	134
clump649	6	137
clump650	6	138
clump651	6	139
clump652	6	140
clump653	6	148
clump654	6	149
clump655	6	163
clump656	6	164
clump657	6	166
clump658	6	170
clump659	6	172
clump660	6	174
clump661	6	192
clump662	6	193
clump663	6	198
clump664	6	209
clump665	6	212
clump666	6	213
clump667	6	281
clump668	6	284
clump669	6	285
clump670	6	296
clump671	6	297
clump672	6	304
clump673	6	305
clump674	6	306
clump675	6	325
clump676	6	326
clump677	6	328
clump678	6	351
clump679	6	352
clump680	6	357
clump681	6	359
clump682	6	386
clump683	6	387
clump684	6	405
clump685	6	409
clump686	6	410
clump687	6	423
clump688	6	426
clump689	6	429
clump690	6	430
clump691	6	433
clump692	6	436
clump693	6	437
clump694	6	438
clump695	6	440
clump696	6	445
clump697	6	447
clump698	6	467
clump699	6	468
clump700	6	469
clump701	6	470
clump702	6	495
clump703	6	521
clump704	6	537
clump705	6	554
clump706	6	556
clump707	6	559
clump708	6	588
clump709	6	608
clump710	6	609
clump711	6	610
clump712	6	612
clump713	6	613
clump714	6	614
clump715	6	615
clump716	6	616
clump717	6	620
clump718	6	626
clump719	6	627
clump720	6	633
clump721	6	634
clump722	6	636
clump723	6	639
clump724	6	640
clump725	6	641
clump726	6	642
clump727	6	643
clump728	6	644
clump729	6	645
clump730	6	646
clump731	6	654
clump732	6	670
clump733	6	674
clump734	6	675
clump735	6	677
clump736	6	682
clump737	7	3
clump738	7	7
clump739	7	8
clump740	7	12
clump741	7	21
clump742	7	23
clump743	7	25
clump744	7	37
clump745	7	40
clump746	7	66
clump747	7	72
clump748	7	75
clump749	7	76
clump750	7	81
clump751	7	82
clump752	7	83
clump753	7	84
clump754	7	85
clump755	7	87
clump756	7	91
clump757	7	99
clump758	7	103
clump759	7	104
clump760	7	105
clump761	7	106
clump762	7	107
clump763	7	108
clump764	7	109
clump765	7	110
clump766	7	111
clump767	7	112
clump768	7	116
clump769	7	145
clump770	7	146
clump771	7	161
clump772	7	163
clump773	7	167
clump774	7	188
clump775	7	189
clump776	7	190
clump777	7	202
clump778	7	203
clump779	7	207
clump780	7	211
clump781	7	262
clump782	7	272
clump783	7	281
clump784	7	291
clump785	7	292
clump786	7	297
clump787	7	310
clump788	7	317
clump789	7	318
clump790	7	324
clump791	7	325
clump792	7	339
clump793	7	370
clump794	7	384
clump795	7	388
clump796	7	389
clump797	7	390
clump798	7	391
clump799	7	392
clump800	7	393
clump801	7	396
clump802	7	421
clump803	7	430
clump804	7	432
clump805	7	440
clump806	7	446
clump807	7	459
clump808	7	496
clump809	7	497
clump810	7	508
clump811	7	555
clump812	7	557
clump813	7	558
clump814	7	573
clump815	7	574
clump816	7	577
clump817	7	579
clump818	7	590
clump819	7	608
clump820	7	614
clump821	7	634
clump822	8	3
clump823	8	16
clump824	8	28
clump825	8	33
clump826	8	34
clump827	8	36
clump828	8	37
clump829	8	40
clump830	8	44
clump831	8	46
clump832	8	47
clump833	8	64
clump834	8	70
clump835	8	73
clump836	8	77
clump837	8	91
clump838	8	92
clump839	8	93
clump840	8	94
clump841	8	95
clump842	8	97
clump843	8	103
clump844	8	104
clump845	8	107
clump846	8	108
clump847	8	112
clump848	8	115
clump849	8	153
clump850	8	154
clump851	8	155
clump852	8	189
clump853	8	212
clump854	8	231
clump855	8	246
clump856	8	254
clump857	8	276
clump858	8	284
clump859	8	286
clump860	8	297
clump861	8	301
clump862	8	303
clump863	8	321
clump864	8	322
clump865	8	324
clump866	8	338
clump867	8	368
clump868	8	369
clump869	8	375
clump870	8	376
clump871	8	382
clump872	8	385
clump873	8	393
clump874	8	396
clump875	8	409
clump876	8	411
clump877	8	424
clump878	8	425
clump879	8	435
clump880	8	436
clump881	8	439
clump882	8	464
clump883	8	467
clump884	8	468
clump885	8	469
clump886	8	470
clump887	8	490
clump888	8	494
clump889	8	505
clump890	8	507
clump891	8	508
clump892	8	509
clump893	8	510
clump894	8	511
clump895	8	512
clump896	8	513
clump897	8	514
clump898	8	515
clump899	8	519
clump900	8	520
clump901	8	521
clump902	8	522
clump903	8	523
clump904	8	525
clump905	8	527
clump906	8	534
clump907	8	538
clump908	8	541
clump909	8	555
clump910	8	579
clump911	9	2
clump912	9	3
clump913	9	7
clump914	9	10
clump915	9	12
clump916	9	13
clump917	9	18
clump918	9	24
clump919	9	25
clump920	9	26
clump921	9	41
clump922	9	42
clump923	9	45
clump924	9	55
clump925	9	67
clump926	9	70
clump927	9	74
clump928	9	75
clump929	9	76
clump930	9	79
clump931	9	80
clump932	9	81
clump933	9	87
clump934	9	88
clump935	9	89
clump936	9	91
clump937	9	93
clump938	9	124
clump939	9	134
clump940	9	135
clump941	9	136
clump942	9	303
clump943	9	316
clump944	9	317
clump945	9	326
clump946	9	328
clump947	9	334
clump948	9	346
clump949	9	347
clump950	9	351
clump951	9	355
clump952	9	357
clump953	9	363
clump954	9	369
clump955	9	389
clump956	9	397
clump957	9	398
clump958	9	399
clump959	9	405
clump960	9	412
clump961	9	421
clump962	9	436
clump963	9	438
clump964	9	439
clump965	9	440
clump966	9	441
clump967	9	442
clump968	9	479
clump969	9	481
clump970	9	506
clump971	9	515
clump972	9	521
clump973	9	522
clump974	9	530
clump975	9	549
clump976	9	557
clump977	9	558
clump978	9	560
clump979	10	3
clump980	10	4
clump981	10	10
clump982	10	18
clump983	10	19
clump984	10	22
clump985	10	23
clump986	10	30
clump987	10	35
clump988	10	48
clump989	10	53
clump990	10	54
clump991	10	57
clump992	10	70
clump993	10	82
clump994	10	85
clump995	10	86
clump996	10	88
clump997	10	90
clump998	10	91
clump999	10	93
clump1000	10	94
clump1001	10	95
clump1002	10	96
clump1003	10	112
clump1004	10	113
clump1005	10	117
clump1006	10	130
clump1007	10	180
clump1008	10	181
clump1009	10	182
clump1010	10	183
clump1011	10	184
clump1012	10	185
clump1013	10	186
clump1014	10	187
clump1015	10	188
clump1016	10	190
clump1017	10	193
clump1018	10	195
clump1019	10	196
clump1020	10	197
clump1021	10	198
clump1022	10	203
clump1023	10	204
clump1024	10	205
clump1025	10	206
clump1026	10	207
clump1027	10	211
clump1028	10	238
clump1029	10	246
clump1030	10	248
clump1031	10	249
clump1032	10	250
clump1033	10	251
clump1034	10	252
clump1035	10	274
clump1036	10	286
clump1037	10	289
clump1038	10	309
clump1039	10	310
clump1040	10	314
clump1041	10	318
clump1042	10	320
clump1043	10	321
clump1044	10	323
clump1045	10	326
clump1046	10	327
clump1047	10	345
clump1048	10	360
clump1049	10	361
clump1050	10	372
clump1051	10	378
clump1052	10	382
clump1053	10	393
clump1054	10	416
clump1055	10	417
clump1056	10	418
clump1057	10	422
clump1058	10	424
clump1059	10	456
clump1060	10	458
clump1061	10	460
clump1062	10	468
clump1063	10	470
clump1064	10	471
clump1065	10	484
clump1066	10	487
clump1067	10	490
clump1068	10	491
clump1069	10	492
clump1070	10	493
clump1071	10	505
clump1072	10	506
clump1073	10	507
clump1074	11	4
clump1075	11	5
clump1076	11	6
clump1077	11	7
clump1078	11	8
clump1079	11	9
clump1080	11	10
clump1081	11	12
clump1082	11	14
clump1083	11	16
clump1084	11	17
clump1085	11	18
clump1086	11	29
clump1087	11	30
clump1088	11	35
clump1089	11	36
clump1090	11	37
clump1091	11	38
clump1092	11	50
clump1093	11	51
clump1094	11	52
clump1095	11	53
clump1096	11	55
clump1097	11	109
clump1098	11	110
clump1099	11	129
clump1100	11	130
clump1101	11	131
clump1102	11	132
clump1103	11	138
clump1104	11	173
clump1105	11	177
clump1106	11	188
clump1107	11	189
clump1108	11	190
clump1109	11	191
clump1110	11	192
clump1111	11	197
clump1112	11	221
clump1113	11	224
clump1114	11	226
clump1115	11	228
clump1116	11	229
clump1117	11	230
clump1118	11	231
clump1119	11	232
clump1120	11	233
clump1121	11	234
clump1122	11	235
clump1123	11	236
clump1124	11	243
clump1125	11	245
clump1126	11	247
clump1127	11	248
clump1128	11	253
clump1129	11	258
clump1130	11	261
clump1131	11	262
clump1132	11	263
clump1133	11	264
clump1134	11	265
clump1135	11	266
clump1136	11	267
clump1137	11	268
clump1138	11	269
clump1139	11	270
clump1140	11	271
clump1141	11	272
clump1142	11	273
clump1143	11	274
clump1144	11	275
clump1145	11	276
clump1146	11	277
clump1147	11	278
clump1148	11	282
clump1149	11	286
clump1150	11	304
clump1151	11	305
clump1152	11	310
clump1153	11	321
clump1154	11	329
clump1155	11	333
clump1156	11	337
clump1157	11	343
clump1158	11	384
clump1159	11	406
clump1160	11	407
clump1161	11	409
clump1162	11	413
clump1163	11	414
clump1164	11	425
clump1165	11	426
clump1166	11	432
clump1167	11	433
clump1168	11	437
clump1169	11	446
clump1170	11	447
clump1171	11	452
clump1172	11	453
clump1173	11	454
clump1174	11	455
clump1175	11	457
clump1176	11	464
clump1177	11	499
clump1178	11	500
clump1179	11	501
clump1180	11	502
clump1181	11	503
clump1182	11	522
clump1183	11	531
clump1184	11	537
clump1185	12	6
clump1186	12	10
clump1187	12	12
clump1188	12	13
clump1189	12	16
clump1190	12	26
clump1191	12	27
clump1192	12	31
clump1193	12	35
clump1194	12	36
clump1195	12	48
clump1196	12	50
clump1197	12	51
clump1198	12	57
clump1199	12	58
clump1200	12	59
clump1201	12	67
clump1202	12	71
clump1203	12	80
clump1204	12	102
clump1205	12	108
clump1206	12	124
clump1207	12	136
clump1208	12	186
clump1209	12	188
clump1210	12	192
clump1211	12	193
clump1212	12	194
clump1213	12	195
clump1214	12	197
clump1215	12	198
clump1216	12	199
clump1217	12	202
clump1218	12	203
clump1219	12	204
clump1220	12	205
clump1221	12	210
clump1222	12	212
clump1223	12	213
clump1224	12	245
clump1225	12	259
clump1226	12	260
clump1227	12	264
clump1228	12	265
clump1229	12	269
clump1230	12	294
clump1231	12	360
clump1232	12	361
clump1233	12	362
clump1234	12	368
clump1235	12	371
clump1236	12	377
clump1237	12	384
clump1238	12	395
clump1239	12	405
clump1240	12	409
clump1241	12	410
clump1242	12	411
clump1243	12	429
clump1244	12	434
clump1245	12	439
clump1246	12	440
clump1247	12	444
clump1248	12	457
clump1249	12	458
clump1250	12	459
clump1251	12	460
clump1252	12	473
clump1253	12	474
clump1254	12	478
clump1255	12	485
clump1256	12	487
clump1257	12	490
clump1258	12	491
clump1259	12	496
clump1260	12	499
clump1261	12	500
clump1262	12	502
clump1263	12	503
clump1264	12	517
clump1265	12	524
clump1266	12	528
clump1267	12	531
clump1268	12	532
clump1269	13	94
clump1270	13	113
clump1271	13	130
clump1272	13	145
clump1273	13	146
clump1274	13	168
clump1275	13	171
clump1276	13	201
clump1277	13	203
clump1278	13	204
clump1279	13	205
clump1280	13	287
clump1281	13	289
clump1282	13	291
clump1283	13	292
clump1284	13	293
clump1285	13	294
clump1286	13	295
clump1287	13	296
clump1288	13	298
clump1289	13	300
clump1290	13	304
clump1291	13	306
clump1292	13	318
clump1293	13	329
clump1294	13	360
clump1295	13	364
clump1296	13	367
clump1297	13	368
clump1298	13	373
clump1299	13	392
clump1300	13	393
clump1301	13	423
clump1302	13	434
clump1303	13	438
clump1304	13	440
clump1305	13	441
clump1306	13	459
clump1307	14	81
clump1308	14	93
clump1309	14	95
clump1310	14	98
clump1311	14	109
clump1312	14	111
clump1313	14	113
clump1314	14	133
clump1315	14	147
clump1316	14	148
clump1317	14	150
clump1318	14	151
clump1319	14	152
clump1320	14	156
clump1321	14	173
clump1322	14	203
clump1323	14	204
clump1324	14	205
clump1325	14	212
clump1326	14	213
clump1327	14	214
clump1328	14	218
clump1329	14	221
clump1330	14	222
clump1331	14	223
clump1332	14	243
clump1333	14	244
clump1334	14	245
clump1335	14	246
clump1336	14	248
clump1337	14	258
clump1338	14	275
clump1339	14	276
clump1340	14	277
clump1341	14	281
clump1342	14	282
clump1343	14	283
clump1344	14	284
clump1345	14	291
clump1346	14	294
clump1347	14	301
clump1348	14	310
clump1349	14	320
clump1350	14	321
clump1351	14	366
clump1352	14	367
clump1353	14	371
clump1354	14	373
clump1355	14	374
clump1356	14	376
clump1357	14	377
clump1358	14	379
clump1359	14	380
clump1360	14	385
clump1361	14	386
clump1362	14	390
clump1363	14	421
clump1364	15	102
clump1365	15	110
clump1366	15	126
clump1367	15	133
clump1368	15	134
clump1369	15	135
clump1370	15	137
clump1371	15	138
clump1372	15	141
clump1373	15	153
clump1374	15	162
clump1375	15	163
clump1376	15	164
clump1377	15	165
clump1378	15	167
clump1379	15	168
clump1380	15	169
clump1381	15	170
clump1382	15	171
clump1383	15	172
clump1384	15	173
clump1385	15	192
clump1386	15	201
clump1387	15	203
clump1388	15	211
clump1389	15	212
clump1390	15	223
clump1391	15	224
clump1392	15	225
clump1393	15	226
clump1394	15	227
clump1395	15	231
clump1396	15	239
clump1397	15	240
clump1398	15	241
clump1399	15	266
clump1400	15	267
clump1401	15	268
clump1402	15	276
clump1403	15	282
clump1404	15	286
clump1405	15	298
clump1406	15	299
clump1407	15	300
clump1408	15	314
clump1409	15	315
clump1410	15	322
clump1411	15	329
clump1412	15	345
clump1413	15	350
clump1414	15	355
clump1415	15	360
clump1416	15	361
clump1417	15	362
clump1418	15	363
clump1419	15	366
clump1420	15	371
clump1421	15	377
clump1422	15	396
clump1423	15	397
clump1424	15	406
clump1425	15	407
clump1426	16	6
clump1427	16	7
clump1428	16	8
clump1429	16	11
clump1430	16	12
clump1431	16	17
clump1432	16	19
clump1433	16	21
clump1434	16	23
clump1435	16	36
clump1436	16	41
clump1437	16	42
clump1438	16	45
clump1439	16	63
clump1440	16	76
clump1441	16	80
clump1442	16	82
clump1443	16	101
clump1444	16	102
clump1445	16	119
clump1446	16	125
clump1447	16	126
clump1448	16	127
clump1449	16	129
clump1450	16	194
clump1451	16	197
clump1452	16	210
clump1453	16	216
clump1454	16	217
clump1455	16	218
clump1456	16	230
clump1457	16	232
clump1458	16	237
clump1459	16	251
clump1460	16	255
clump1461	16	267
clump1462	16	268
clump1463	16	269
clump1464	16	270
clump1465	16	271
clump1466	16	272
clump1467	16	273
clump1468	16	274
clump1469	16	282
clump1470	16	284
clump1471	16	285
clump1472	16	286
clump1473	16	287
clump1474	16	290
clump1475	16	291
clump1476	16	292
clump1477	16	305
clump1478	16	314
clump1479	16	318
clump1480	16	319
clump1481	16	320
clump1482	16	328
clump1483	16	340
clump1484	16	342
clump1485	16	349
clump1486	16	350
clump1487	16	351
clump1488	16	352
clump1489	16	358
clump1490	16	359
clump1491	17	0
clump1492	17	1
clump1493	17	2
clump1494	17	8
clump1495	17	9
clump1496	17	17
clump1497	17	29
clump1498	17	30
clump1499	17	31
clump1500	17	35
clump1501	17	49
clump1502	17	50
clump1503	17	59
clump1504	17	60
clump1505	17	67
clump1506	17	68
clump1507	17	69
clump1508	17	70
clump1509	17	71
clump1510	17	73
clump1511	17	110
clump1512	17	117
clump1513	17	119
clump1514	17	120
clump1515	17	132
clump1516	17	133
clump1517	17	141
clump1518	17	142
clump1519	17	143
clump1520	17	144
clump1521	17	145
clump1522	17	146
clump1523	17	147
clump1524	17	160
clump1525	17	161
clump1526	17	172
clump1527	17	173
clump1528	17	174
clump1529	17	181
clump1530	17	183
clump1531	17	184
clump1532	17	185
clump1533	17	186
clump1534	17	187
clump1535	17	188
clump1536	17	189
clump1537	17	190
clump1538	17	191
clump1539	17	204
clump1540	17	209
clump1541	17	225
clump1542	17	226
clump1543	17	227
clump1544	17	228
clump1545	17	229
clump1546	17	242
clump1547	17	244
clump1548	17	245
clump1549	17	248
clump1550	17	249
clump1551	17	252
clump1552	17	254
clump1553	17	261
clump1554	17	262
clump1555	17	264
clump1556	17	265
clump1557	17	271
clump1558	17	274
clump1559	17	275
clump1560	17	276
clump1561	17	277
clump1562	17	296
clump1563	17	300
clump1564	17	304
clump1565	17	314
clump1566	17	316
clump1567	17	321
clump1568	18	41
clump1569	18	46
clump1570	18	88
clump1571	18	89
clump1572	18	95
clump1573	18	104
clump1574	18	127
clump1575	18	136
clump1576	18	154
clump1577	18	180
clump1578	18	181
clump1579	18	182
clump1580	18	185
clump1581	18	189
clump1582	18	192
clump1583	18	206
clump1584	18	207
clump1585	18	210
clump1586	18	212
clump1587	18	213
clump1588	18	214
clump1589	18	226
clump1590	18	243
clump1591	18	244
clump1592	18	246
clump1593	18	250
clump1594	18	251
clump1595	18	254
clump1596	18	259
clump1597	18	289
clump1598	18	291
clump1599	18	292
clump1600	18	298
clump1601	18	303
clump1602	18	305
clump1603	18	306
clump1604	18	307
clump1605	18	308
clump1606	19	5
clump1607	19	7
clump1608	19	20
clump1609	19	22
clump1610	19	32
clump1611	19	59
clump1612	19	63
clump1613	19	68
clump1614	19	72
clump1615	19	77
clump1616	19	78
clump1617	19	81
clump1618	19	119
clump1619	19	120
clump1620	19	121
clump1621	19	123
clump1622	19	128
clump1623	19	129
clump1624	19	134
clump1625	19	141
clump1626	19	143
clump1627	19	144
clump1628	19	145
clump1629	19	152
clump1630	19	153
clump1631	19	154
clump1632	19	155
clump1633	19	156
clump1634	19	157
clump1635	19	158
clump1636	19	167
clump1637	19	168
clump1638	19	170
clump1639	19	171
clump1640	19	179
clump1641	19	181
clump1642	19	187
clump1643	19	190
clump1644	19	192
clump1645	19	198
clump1646	19	200
clump1647	19	205
clump1648	19	209
clump1649	19	215
clump1650	19	226
clump1651	19	230
clump1652	20	1
clump1653	20	2
clump1654	20	3
clump1655	20	4
clump1656	20	6
clump1657	20	24
clump1658	20	43
clump1659	20	44
clump1660	20	75
clump1661	20	95
clump1662	20	96
clump1663	20	97
