	CHR	ChromosomePatch
clump201	1	359
clump202	1	361
clump203	1	362
clump204	1	364
clump205	1	366
clump206	1	367
clump207	1	371
clump208	1	373
clump209	1	374
clump210	1	376
clump211	1	378
clump212	1	380
clump213	1	381
clump214	1	382
clump215	1	383
clump216	1	384
clump217	1	385
clump218	1	386
clump219	1	390
clump220	1	391
clump221	1	392
clump222	1	395
clump223	1	396
clump224	1	398
clump225	1	399
clump226	1	404
clump227	1	406
clump228	1	408
clump229	1	409
clump230	1	410
clump231	1	412
clump232	1	414
clump233	1	420
clump234	1	424
clump235	1	428
clump236	1	430
clump237	1	431
clump238	1	432
clump239	1	435
clump240	1	436
clump241	1	437
clump242	1	438
clump243	1	444
clump244	1	445
clump245	1	447
clump246	1	448
clump247	1	449
clump248	1	451
clump249	1	452
clump250	1	454
clump251	1	456
clump252	1	457
clump253	1	459
clump254	1	460
clump255	1	461
clump256	1	462
clump257	1	465
clump258	1	469
clump259	1	470
clump260	1	471
clump261	1	472
clump262	1	473
clump263	1	475
clump264	1	479
clump265	1	480
clump266	1	481
clump267	1	482
clump268	1	485
clump269	1	570
clump270	1	575
clump271	1	576
clump272	1	579
clump273	1	581
clump274	1	582
clump275	1	586
clump276	1	596
clump277	1	598
clump278	1	599
clump279	1	600
clump280	1	601
clump281	1	602
clump282	1	603
clump283	1	604
clump284	1	605
clump285	1	606
clump286	1	607
clump287	1	608
clump288	1	609
clump289	1	613
clump290	1	614
clump291	1	615
clump292	1	616
clump293	1	617
clump294	1	618
clump295	1	619
clump296	1	620
clump297	1	621
clump298	1	622
clump299	1	623
clump300	1	624
clump301	1	625
clump302	1	626
clump303	1	627
clump304	1	628
clump305	1	631
clump306	1	632
clump307	1	635
clump308	1	638
clump309	1	639
clump310	1	640
clump311	1	641
clump312	1	642
clump313	1	646
clump314	1	648
clump315	1	649
clump316	1	650
clump317	1	651
clump318	1	652
clump319	1	653
clump320	1	654
clump321	1	655
clump322	1	658
clump323	1	659
clump324	1	660
clump325	1	664
clump326	1	665
clump327	1	666
clump328	1	667
clump329	1	668
clump330	1	669
clump331	1	670
clump332	1	671
clump333	1	675
clump334	1	676
clump335	1	677
clump336	1	678
clump337	1	681
clump338	1	682
clump339	1	683
clump340	1	684
clump341	1	687
clump342	1	688
clump343	1	689
clump344	1	690
clump345	1	693
clump346	1	695
clump347	1	696
clump348	1	697
clump349	1	699
clump350	1	708
clump351	1	709
clump352	1	711
clump353	1	712
clump354	1	713
clump355	1	714
clump356	1	715
clump357	1	716
clump358	1	717
clump359	1	718
clump360	1	719
clump361	1	720
clump362	1	724
clump363	1	728
clump364	1	729
clump365	1	730
clump366	1	731
clump367	1	732
clump368	1	734
clump369	1	735
clump370	1	736
clump371	1	737
clump372	1	738
clump373	1	739
clump374	1	740
clump375	1	742
clump376	1	745
clump377	1	747
clump378	1	751
clump379	1	757
clump380	1	761
clump381	1	763
clump382	1	768
clump383	1	769
clump384	1	772
clump385	1	773
clump386	1	776
clump387	1	784
clump388	1	788
clump389	1	789
clump390	1	790
clump391	1	791
clump392	1	796
clump393	1	798
clump394	1	799
clump395	1	800
clump396	1	801
clump397	1	802
clump398	1	803
clump399	1	804
clump400	1	806
clump401	1	807
clump402	1	808
clump403	1	809
clump404	1	810
clump405	1	811
clump406	1	812
clump407	1	813
clump408	1	814
clump409	1	815
clump410	1	816
clump411	1	817
clump412	1	818
clump413	1	819
clump414	1	821
clump415	1	822
clump416	1	823
clump417	1	826
clump418	1	829
clump419	1	830
clump420	1	831
clump421	1	832
clump422	1	846
clump423	1	847
clump424	1	848
clump425	1	849
clump426	1	850
clump427	1	852
clump428	1	853
clump429	1	855
clump430	1	856
clump431	1	860
clump432	1	862
clump433	1	863
clump434	1	864
clump435	1	869
clump436	1	870
clump437	1	872
clump438	1	873
clump439	1	874
clump440	1	875
clump441	1	876
clump442	1	878
clump443	1	879
clump444	1	884
clump445	1	888
clump446	1	892
clump447	1	893
clump448	1	894
clump449	1	895
clump450	1	897
clump451	1	899
clump452	1	900
clump453	1	901
clump454	1	903
clump455	1	904
clump456	1	905
clump457	1	906
clump458	1	907
clump459	1	908
clump460	1	909
clump461	1	910
clump462	1	912
clump463	1	913
clump464	1	917
clump465	1	918
clump466	1	920
clump467	1	922
clump468	1	923
clump469	1	925
clump470	1	927
clump471	1	929
clump472	1	930
clump473	1	933
clump474	1	934
clump475	1	935
clump476	1	936
clump477	1	939
clump478	1	943
clump479	1	944
clump480	1	945
clump481	1	946
clump482	1	948
clump483	1	949
clump484	1	951
clump485	1	952
clump486	1	953
clump487	1	954
clump488	1	955
clump489	1	957
clump490	1	958
clump491	1	960
clump492	1	962
clump493	1	963
clump494	1	965
clump495	1	967
clump496	1	968
clump497	1	969
clump498	1	970
clump499	1	971
clump500	1	972
clump501	1	976
clump502	1	977
clump503	1	978
clump504	1	979
clump505	1	980
clump506	1	982
clump507	1	983
clump508	1	984
clump509	1	985
clump510	1	986
clump511	1	987
clump512	1	988
clump513	1	989
clump514	1	991
clump515	1	995
clump516	1	996
clump517	2	0
clump518	2	1
clump519	2	3
clump520	2	4
clump521	2	5
clump522	2	7
clump523	2	9
clump524	2	10
clump525	2	11
clump526	2	13
clump527	2	14
clump528	2	15
clump529	2	17
clump530	2	18
clump531	2	19
clump532	2	21
clump533	2	22
clump534	2	23
clump535	2	24
clump536	2	25
clump537	2	34
clump538	2	35
clump539	2	36
clump540	2	37
clump541	2	38
clump542	2	39
clump543	2	40
clump544	2	42
clump545	2	43
clump546	2	44
clump547	2	45
clump548	2	46
clump549	2	53
clump550	2	54
clump551	2	56
clump552	2	63
clump553	2	64
clump554	2	66
clump555	2	70
clump556	2	71
clump557	2	72
clump558	2	75
clump559	2	77
clump560	2	78
clump561	2	79
clump562	2	80
clump563	2	82
clump564	2	83
clump565	2	84
clump566	2	86
clump567	2	87
clump568	2	91
clump569	2	92
clump570	2	95
clump571	2	96
clump572	2	97
clump573	2	102
clump574	2	105
clump575	2	106
clump576	2	108
clump577	2	111
clump578	2	112
clump579	2	113
clump580	2	115
clump581	2	116
clump582	2	117
clump583	2	120
clump584	2	121
clump585	2	124
clump586	2	127
clump587	2	133
clump588	2	137
clump589	2	138
clump590	2	141
clump591	2	144
clump592	2	145
clump593	2	146
clump594	2	147
clump595	2	148
clump596	2	149
clump597	2	150
clump598	2	151
clump599	2	153
clump600	2	157
clump601	2	158
clump602	2	159
clump603	2	161
clump604	2	164
clump605	2	165
clump606	2	167
clump607	2	168
clump608	2	169
clump609	2	170
clump610	2	171
clump611	2	172
clump612	2	173
clump613	2	174
clump614	2	175
clump615	2	176
clump616	2	177
clump617	2	178
clump618	2	181
clump619	2	183
clump620	2	184
clump621	2	186
clump622	2	187
clump623	2	188
clump624	2	189
clump625	2	190
clump626	2	191
clump627	2	193
clump628	2	194
clump629	2	195
clump630	2	197
clump631	2	198
clump632	2	199
clump633	2	201
clump634	2	205
clump635	2	206
clump636	2	208
clump637	2	209
clump638	2	211
clump639	2	212
clump640	2	213
clump641	2	215
clump642	2	217
clump643	2	218
clump644	2	219
clump645	2	220
clump646	2	221
clump647	2	223
clump648	2	224
clump649	2	225
clump650	2	226
clump651	2	231
clump652	2	232
clump653	2	233
clump654	2	234
clump655	2	236
clump656	2	239
clump657	2	240
clump658	2	244
clump659	2	246
clump660	2	247
clump661	2	248
clump662	2	249
clump663	2	250
clump664	2	251
clump665	2	252
clump666	2	253
clump667	2	254
clump668	2	255
clump669	2	256
clump670	2	257
clump671	2	258
clump672	2	259
clump673	2	260
clump674	2	262
clump675	2	264
clump676	2	265
clump677	2	266
clump678	2	267
clump679	2	268
clump680	2	269
clump681	2	270
clump682	2	272
clump683	2	274
clump684	2	276
clump685	2	277
clump686	2	282
clump687	2	288
clump688	2	289
clump689	2	293
clump690	2	295
clump691	2	296
clump692	2	297
clump693	2	298
clump694	2	302
clump695	2	303
clump696	2	304
clump697	2	305
clump698	2	306
clump699	2	308
clump700	2	309
clump701	2	313
clump702	2	315
clump703	2	316
clump704	2	317
clump705	2	318
clump706	2	321
clump707	2	324
clump708	2	330
clump709	2	331
clump710	2	332
clump711	2	333
clump712	2	335
clump713	2	336
clump714	2	337
clump715	2	340
clump716	2	342
clump717	2	343
clump718	2	345
clump719	2	354
clump720	2	356
clump721	2	367
clump722	2	383
clump723	2	384
clump724	2	388
clump725	2	391
clump726	2	395
clump727	2	400
clump728	2	401
clump729	2	410
clump730	2	411
clump731	2	417
clump732	2	420
clump733	2	423
clump734	2	424
clump735	2	425
clump736	2	428
clump737	2	430
clump738	2	431
clump739	2	432
clump740	2	433
clump741	2	434
clump742	2	435
clump743	2	437
clump744	2	438
clump745	2	439
clump746	2	440
clump747	2	441
clump748	2	443
clump749	2	445
clump750	2	446
clump751	2	447
clump752	2	449
clump753	2	450
clump754	2	451
clump755	2	452
clump756	2	453
clump757	2	455
clump758	2	459
clump759	2	466
clump760	2	467
clump761	2	469
clump762	2	472
clump763	2	480
clump764	2	481
clump765	2	483
clump766	2	484
clump767	2	485
clump768	2	487
clump769	2	489
clump770	2	490
clump771	2	491
clump772	2	495
clump773	2	496
clump774	2	498
clump775	2	499
clump776	2	501
clump777	2	503
clump778	2	505
clump779	2	507
clump780	2	509
clump781	2	511
clump782	2	512
clump783	2	513
clump784	2	518
clump785	2	520
clump786	2	521
clump787	2	522
clump788	2	523
clump789	2	524
clump790	2	525
clump791	2	533
clump792	2	535
clump793	2	536
clump794	2	537
clump795	2	538
clump796	2	552
clump797	2	553
clump798	2	556
clump799	2	557
clump800	2	565
clump801	2	566
clump802	2	567
clump803	2	569
clump804	2	570
clump805	2	572
clump806	2	574
clump807	2	577
clump808	2	578
clump809	2	580
clump810	2	582
clump811	2	583
clump812	2	585
clump813	2	588
clump814	2	590
clump815	2	591
clump816	2	592
clump817	2	593
clump818	2	594
clump819	2	595
clump820	2	599
clump821	2	601
clump822	2	602
clump823	2	604
clump824	2	605
clump825	2	608
clump826	2	609
clump827	2	610
clump828	2	613
clump829	2	614
clump830	2	615
clump831	2	616
clump832	2	617
clump833	2	621
clump834	2	623
clump835	2	629
clump836	2	631
clump837	2	633
clump838	2	634
clump839	2	639
clump840	2	643
clump841	2	648
clump842	2	649
clump843	2	651
clump844	2	653
clump845	2	654
clump846	2	655
clump847	2	657
clump848	2	658
clump849	2	660
clump850	2	665
clump851	2	666
clump852	2	667
clump853	2	668
clump854	2	670
clump855	2	671
clump856	2	672
clump857	2	673
clump858	2	674
clump859	2	675
clump860	2	676
clump861	2	677
clump862	2	678
clump863	2	679
clump864	2	680
clump865	2	681
clump866	2	682
clump867	2	683
clump868	2	685
clump869	2	686
clump870	2	689
clump871	2	691
clump872	2	692
clump873	2	693
clump874	2	694
clump875	2	695
clump876	2	696
clump877	2	698
clump878	2	699
clump879	2	700
clump880	2	701
clump881	2	702
clump882	2	703
clump883	2	706
clump884	2	707
clump885	2	708
clump886	2	709
clump887	2	711
clump888	2	713
clump889	2	714
clump890	2	719
clump891	2	721
clump892	2	722
clump893	2	723
clump894	2	724
clump895	2	725
clump896	2	726
clump897	2	728
clump898	2	729
clump899	2	731
clump900	2	732
clump901	2	734
clump902	2	737
clump903	2	738
clump904	2	740
clump905	2	743
clump906	2	751
clump907	2	752
clump908	2	753
clump909	2	754
clump910	2	757
clump911	2	760
clump912	2	761
clump913	2	765
clump914	2	766
clump915	2	767
clump916	2	768
clump917	2	770
clump918	2	772
clump919	2	779
clump920	2	782
clump921	2	783
clump922	2	785
clump923	2	788
clump924	2	791
clump925	2	792
clump926	2	797
clump927	2	799
clump928	2	800
clump929	2	801
clump930	2	803
clump931	2	804
clump932	2	805
clump933	2	806
clump934	2	807
clump935	2	808
clump936	2	809
clump937	2	810
clump938	2	812
clump939	2	813
clump940	2	814
clump941	2	815
clump942	2	816
clump943	2	817
clump944	2	823
clump945	2	825
clump946	2	829
clump947	2	830
clump948	2	832
clump949	2	833
clump950	2	834
clump951	2	835
clump952	2	839
clump953	2	840
clump954	2	842
clump955	2	843
clump956	2	848
clump957	2	853
clump958	2	855
clump959	2	856
clump960	2	857
clump961	2	858
clump962	2	859
clump963	2	860
clump964	2	864
clump965	2	868
clump966	2	869
clump967	2	870
clump968	2	871
clump969	2	872
clump970	2	873
clump971	2	874
clump972	2	875
clump973	2	876
clump974	2	878
clump975	2	879
clump976	2	885
clump977	2	888
clump978	2	889
clump979	2	891
clump980	2	893
clump981	2	895
clump982	2	899
clump983	2	902
clump984	2	905
clump985	2	906
clump986	2	907
clump987	2	910
clump988	2	911
clump989	2	912
clump990	2	913
clump991	2	914
clump992	2	915
clump993	2	919
clump994	2	920
clump995	2	921
clump996	2	923
clump997	2	927
clump998	2	928
clump999	2	929
clump1000	2	931
clump1001	2	934
clump1002	2	935
clump1003	2	937
clump1004	2	938
clump1005	2	940
clump1006	2	942
clump1007	2	943
clump1008	2	950
clump1009	2	952
clump1010	2	953
clump1011	2	954
clump1012	2	955
clump1013	2	956
clump1014	2	958
clump1015	2	960
clump1016	2	962
clump1017	2	963
clump1018	2	964
clump1019	2	965
clump1020	2	966
clump1021	2	967
clump1022	2	968
clump1023	2	969
clump1024	2	970
clump1025	2	971
clump1026	3	1
clump1027	3	2
clump1028	3	3
clump1029	3	4
clump1030	3	5
clump1031	3	6
clump1032	3	7
clump1033	3	8
clump1034	3	9
clump1035	3	10
clump1036	3	11
clump1037	3	12
clump1038	3	13
clump1039	3	15
clump1040	3	17
clump1041	3	18
clump1042	3	19
clump1043	3	20
clump1044	3	24
clump1045	3	29
clump1046	3	30
clump1047	3	34
clump1048	3	35
clump1049	3	36
clump1050	3	37
clump1051	3	38
clump1052	3	42
clump1053	3	44
clump1054	3	45
clump1055	3	46
clump1056	3	47
clump1057	3	48
clump1058	3	49
clump1059	3	51
clump1060	3	54
clump1061	3	58
clump1062	3	59
clump1063	3	62
clump1064	3	63
clump1065	3	66
clump1066	3	68
clump1067	3	70
clump1068	3	71
clump1069	3	72
clump1070	3	73
clump1071	3	74
clump1072	3	75
clump1073	3	77
clump1074	3	78
clump1075	3	81
clump1076	3	82
clump1077	3	83
clump1078	3	84
clump1079	3	86
clump1080	3	87
clump1081	3	88
clump1082	3	90
clump1083	3	91
clump1084	3	92
clump1085	3	93
clump1086	3	94
clump1087	3	95
clump1088	3	96
clump1089	3	98
clump1090	3	99
clump1091	3	102
clump1092	3	103
clump1093	3	106
clump1094	3	108
clump1095	3	110
clump1096	3	111
clump1097	3	112
clump1098	3	115
clump1099	3	116
clump1100	3	120
clump1101	3	122
clump1102	3	125
clump1103	3	126
clump1104	3	131
clump1105	3	133
clump1106	3	135
clump1107	3	137
clump1108	3	141
clump1109	3	142
clump1110	3	147
clump1111	3	148
clump1112	3	149
clump1113	3	150
clump1114	3	151
clump1115	3	153
clump1116	3	156
clump1117	3	158
clump1118	3	159
clump1119	3	165
clump1120	3	166
clump1121	3	170
clump1122	3	171
clump1123	3	173
clump1124	3	174
clump1125	3	175
clump1126	3	176
clump1127	3	180
clump1128	3	181
clump1129	3	182
clump1130	3	183
clump1131	3	187
clump1132	3	189
clump1133	3	190
clump1134	3	191
clump1135	3	192
clump1136	3	193
clump1137	3	194
clump1138	3	195
clump1139	3	196
clump1140	3	197
clump1141	3	198
clump1142	3	199
clump1143	3	200
clump1144	3	201
clump1145	3	202
clump1146	3	204
clump1147	3	210
clump1148	3	211
clump1149	3	216
clump1150	3	217
clump1151	3	218
clump1152	3	219
clump1153	3	224
clump1154	3	225
clump1155	3	227
clump1156	3	228
clump1157	3	229
clump1158	3	230
clump1159	3	232
clump1160	3	234
clump1161	3	235
clump1162	3	238
clump1163	3	239
clump1164	3	241
clump1165	3	242
clump1166	3	243
clump1167	3	245
clump1168	3	247
clump1169	3	248
clump1170	3	250
clump1171	3	251
clump1172	3	252
clump1173	3	254
clump1174	3	258
clump1175	3	259
clump1176	3	260
clump1177	3	264
clump1178	3	265
clump1179	3	267
clump1180	3	268
clump1181	3	269
clump1182	3	271
clump1183	3	273
clump1184	3	274
clump1185	3	275
clump1186	3	280
clump1187	3	281
clump1188	3	282
clump1189	3	283
clump1190	3	284
clump1191	3	285
clump1192	3	286
clump1193	3	288
clump1194	3	289
clump1195	3	290
clump1196	3	291
clump1197	3	293
clump1198	3	294
clump1199	3	295
clump1200	3	296
clump1201	3	297
clump1202	3	301
clump1203	3	304
clump1204	3	305
clump1205	3	308
clump1206	3	313
clump1207	3	314
clump1208	3	316
clump1209	3	317
clump1210	3	324
clump1211	3	325
clump1212	3	330
clump1213	3	337
clump1214	3	343
clump1215	3	344
clump1216	3	345
clump1217	3	346
clump1218	3	347
clump1219	3	348
clump1220	3	349
clump1221	3	350
clump1222	3	351
clump1223	3	352
clump1224	3	353
clump1225	3	354
clump1226	3	355
clump1227	3	356
clump1228	3	358
clump1229	3	359
clump1230	3	360
clump1231	3	361
clump1232	3	374
clump1233	3	377
clump1234	3	378
clump1235	3	380
clump1236	3	381
clump1237	3	384
clump1238	3	386
clump1239	3	387
clump1240	3	388
clump1241	3	390
clump1242	3	393
clump1243	3	395
clump1244	3	400
clump1245	3	401
clump1246	3	402
clump1247	3	403
clump1248	3	404
clump1249	3	405
clump1250	3	406
clump1251	3	407
clump1252	3	409
clump1253	3	410
clump1254	3	411
clump1255	3	413
clump1256	3	414
clump1257	3	415
clump1258	3	416
clump1259	3	417
clump1260	3	419
clump1261	3	421
clump1262	3	424
clump1263	3	427
clump1264	3	428
clump1265	3	429
clump1266	3	430
clump1267	3	433
clump1268	3	436
clump1269	3	437
clump1270	3	441
clump1271	3	442
clump1272	3	443
clump1273	3	444
clump1274	3	445
clump1275	3	446
clump1276	3	448
clump1277	3	450
clump1278	3	451
clump1279	3	452
clump1280	3	453
clump1281	3	455
clump1282	3	456
clump1283	3	457
clump1284	3	458
clump1285	3	459
clump1286	3	462
clump1287	3	463
clump1288	3	469
clump1289	3	472
clump1290	3	475
clump1291	3	476
clump1292	3	477
clump1293	3	482
clump1294	3	485
clump1295	3	487
clump1296	3	489
clump1297	3	492
clump1298	3	495
clump1299	3	498
clump1300	3	499
clump1301	3	501
clump1302	3	504
clump1303	3	505
clump1304	3	507
clump1305	3	508
clump1306	3	509
clump1307	3	510
clump1308	3	511
clump1309	3	512
clump1310	3	513
clump1311	3	516
clump1312	3	517
clump1313	3	518
clump1314	3	519
clump1315	3	524
clump1316	3	527
clump1317	3	528
clump1318	3	529
clump1319	3	530
clump1320	3	533
clump1321	3	535
clump1322	3	539
clump1323	3	544
clump1324	3	549
clump1325	3	550
clump1326	3	552
clump1327	3	555
clump1328	3	556
clump1329	3	559
clump1330	3	560
clump1331	3	561
clump1332	3	562
clump1333	3	563
clump1334	3	564
clump1335	3	565
clump1336	3	566
clump1337	3	568
clump1338	3	569
clump1339	3	570
clump1340	3	576
clump1341	3	577
clump1342	3	582
clump1343	3	583
clump1344	3	587
clump1345	3	588
clump1346	3	589
clump1347	3	596
clump1348	3	597
clump1349	3	600
clump1350	3	601
clump1351	3	602
clump1352	3	604
clump1353	3	605
clump1354	3	606
clump1355	3	607
clump1356	3	608
clump1357	3	609
clump1358	3	610
clump1359	3	613
clump1360	3	614
clump1361	3	615
clump1362	3	616
clump1363	3	618
clump1364	3	620
clump1365	3	622
clump1366	3	624
clump1367	3	625
clump1368	3	626
clump1369	3	627
clump1370	3	628
clump1371	3	629
clump1372	3	630
clump1373	3	637
clump1374	3	638
clump1375	3	640
clump1376	3	641
clump1377	3	645
clump1378	3	646
clump1379	3	648
clump1380	3	658
clump1381	3	661
clump1382	3	663
clump1383	3	664
clump1384	3	666
clump1385	3	667
clump1386	3	668
clump1387	3	669
clump1388	3	670
clump1389	3	672
clump1390	3	674
clump1391	3	675
clump1392	3	676
clump1393	3	677
clump1394	3	678
clump1395	3	679
clump1396	3	680
clump1397	3	681
clump1398	3	682
clump1399	3	683
clump1400	3	684
clump1401	3	685
clump1402	3	686
clump1403	3	688
clump1404	3	689
clump1405	3	691
clump1406	3	693
clump1407	3	695
clump1408	3	696
clump1409	3	697
clump1410	3	699
clump1411	3	702
clump1412	3	704
clump1413	3	705
clump1414	3	706
clump1415	3	707
clump1416	3	709
clump1417	3	710
clump1418	3	724
clump1419	3	725
clump1420	3	726
clump1421	3	729
clump1422	3	730
clump1423	3	733
clump1424	3	734
clump1425	3	735
clump1426	3	736
clump1427	3	737
clump1428	3	742
clump1429	3	745
clump1430	3	746
clump1431	3	747
clump1432	3	748
clump1433	3	749
clump1434	3	750
clump1435	3	752
clump1436	3	755
clump1437	3	756
clump1438	3	757
clump1439	3	758
clump1440	3	761
clump1441	3	762
clump1442	3	763
clump1443	3	764
clump1444	3	768
clump1445	3	773
clump1446	3	775
clump1447	3	778
clump1448	3	781
clump1449	3	782
clump1450	3	786
clump1451	4	0
clump1452	4	2
clump1453	4	3
clump1454	4	5
clump1455	4	6
clump1456	4	7
clump1457	4	9
clump1458	4	11
clump1459	4	12
clump1460	4	13
clump1461	4	14
clump1462	4	15
clump1463	4	16
clump1464	4	18
clump1465	4	19
clump1466	4	20
clump1467	4	21
clump1468	4	23
clump1469	4	24
clump1470	4	25
clump1471	4	26
clump1472	4	27
clump1473	4	28
clump1474	4	29
clump1475	4	30
clump1476	4	31
clump1477	4	34
clump1478	4	35
clump1479	4	37
clump1480	4	41
clump1481	4	43
clump1482	4	44
clump1483	4	48
clump1484	4	49
clump1485	4	50
clump1486	4	53
clump1487	4	54
clump1488	4	55
clump1489	4	57
clump1490	4	58
clump1491	4	61
clump1492	4	62
clump1493	4	64
clump1494	4	65
clump1495	4	67
clump1496	4	68
clump1497	4	70
clump1498	4	72
clump1499	4	73
clump1500	4	74
clump1501	4	75
clump1502	4	77
clump1503	4	80
clump1504	4	85
clump1505	4	87
clump1506	4	88
clump1507	4	89
clump1508	4	93
clump1509	4	94
clump1510	4	96
clump1511	4	102
clump1512	4	103
clump1513	4	104
clump1514	4	105
clump1515	4	106
clump1516	4	114
clump1517	4	117
clump1518	4	118
clump1519	4	120
clump1520	4	124
clump1521	4	128
clump1522	4	129
clump1523	4	130
clump1524	4	131
clump1525	4	132
clump1526	4	138
clump1527	4	141
clump1528	4	143
clump1529	4	146
clump1530	4	147
clump1531	4	148
clump1532	4	149
clump1533	4	152
clump1534	4	153
clump1535	4	156
clump1536	4	157
clump1537	4	158
clump1538	4	159
clump1539	4	160
clump1540	4	161
clump1541	4	162
clump1542	4	165
clump1543	4	166
clump1544	4	169
clump1545	4	170
clump1546	4	171
clump1547	4	176
clump1548	4	178
clump1549	4	179
clump1550	4	181
clump1551	4	183
clump1552	4	185
clump1553	4	186
clump1554	4	187
clump1555	4	193
clump1556	4	194
clump1557	4	195
clump1558	4	198
clump1559	4	211
clump1560	4	212
clump1561	4	217
clump1562	4	218
clump1563	4	229
clump1564	4	234
clump1565	4	235
clump1566	4	236
clump1567	4	238
clump1568	4	241
clump1569	4	243
clump1570	4	244
clump1571	4	247
clump1572	4	250
clump1573	4	254
clump1574	4	255
clump1575	4	256
clump1576	4	263
clump1577	4	264
clump1578	4	270
clump1579	4	271
clump1580	4	272
clump1581	4	273
clump1582	4	275
clump1583	4	277
clump1584	4	278
clump1585	4	279
clump1586	4	280
clump1587	4	281
clump1588	4	285
clump1589	4	286
clump1590	4	287
clump1591	4	291
clump1592	4	292
clump1593	4	293
clump1594	4	294
clump1595	4	295
clump1596	4	296
clump1597	4	297
clump1598	4	298
clump1599	4	301
clump1600	4	302
clump1601	4	308
clump1602	4	309
clump1603	4	310
clump1604	4	311
clump1605	4	312
clump1606	4	313
clump1607	4	316
clump1608	4	317
clump1609	4	318
clump1610	4	319
clump1611	4	320
clump1612	4	323
clump1613	4	330
clump1614	4	331
clump1615	4	335
clump1616	4	336
clump1617	4	337
clump1618	4	338
clump1619	4	340
clump1620	4	343
clump1621	4	345
clump1622	4	353
clump1623	4	356
clump1624	4	357
clump1625	4	358
clump1626	4	359
clump1627	4	360
clump1628	4	363
clump1629	4	364
clump1630	4	365
clump1631	4	366
clump1632	4	367
clump1633	4	371
clump1634	4	372
clump1635	4	378
clump1636	4	379
clump1637	4	380
clump1638	4	381
clump1639	4	382
clump1640	4	385
clump1641	4	386
clump1642	4	393
clump1643	4	398
clump1644	4	399
clump1645	4	401
clump1646	4	402
clump1647	4	406
clump1648	4	409
clump1649	4	410
clump1650	4	412
clump1651	4	413
clump1652	4	414
clump1653	4	416
clump1654	4	418
clump1655	4	419
clump1656	4	420
clump1657	4	421
clump1658	4	422
clump1659	4	423
clump1660	4	424
clump1661	4	425
clump1662	4	426
clump1663	4	427
